"","dyad.merge","conttype"
"15071","165160_1993",1
"15072","165160_1994",1
"15073","165160_1995",1
"15074","165160_1996",1
"15075","165160_1997",1
"15076","165160_1998",1
"15077","165160_1999",1
"15078","165160_2000",1
"15079","165160_2001",1
"15080","165160_2002",1
"15081","165160_2003",1
"15082","165160_2004",1
"15083","165160_2005",1
"15084","165160_2006",1
"15085","200205_1922",1
"15086","200205_1923",1
"15087","200205_1924",1
"15088","200205_1925",1
"15089","200205_1926",1
"15090","200205_1927",1
"15091","200205_1928",1
"15092","200205_1929",1
"15093","200205_1930",1
"15094","200205_1931",1
"15095","200205_1932",1
"15096","200205_1933",1
"15097","200205_1934",1
"15098","200205_1935",1
"15099","200205_1936",1
"15100","200205_1937",1
"15101","200205_1938",1
"15102","200205_1939",1
"15103","200205_1940",1
"15104","200205_1941",1
"15105","200205_1942",1
"15106","200205_1943",1
"15107","200205_1944",1
"15108","200205_1945",1
"15109","200205_1946",1
"15110","200205_1947",1
"15111","200205_1948",1
"15112","200205_1949",1
"15113","200205_1950",1
"15114","200205_1951",1
"15115","200205_1952",1
"15116","200205_1953",1
"15117","200205_1954",1
"15118","200205_1955",1
"15119","200205_1956",1
"15120","200205_1957",1
"15121","200205_1958",1
"15122","200205_1959",1
"15123","200205_1960",1
"15124","200205_1961",1
"15125","200205_1962",1
"15126","200205_1963",1
"15127","200205_1964",1
"15128","200205_1965",1
"15129","200205_1966",1
"15130","200205_1967",1
"15131","200205_1968",1
"15132","200205_1969",1
"15133","200205_1970",1
"15134","200205_1971",1
"15135","200205_1972",1
"15136","200205_1973",1
"15137","200205_1974",1
"15138","200205_1975",1
"15139","200205_1976",1
"15140","200205_1977",1
"15141","200205_1978",1
"15142","200205_1979",1
"15143","200205_1980",1
"15144","200205_1981",1
"15145","200205_1982",1
"15146","200205_1983",1
"15147","200205_1984",1
"15148","200205_1985",1
"15149","200205_1986",1
"15150","200205_1987",1
"15151","200205_1988",1
"15152","200205_1989",1
"15153","200205_1990",1
"15154","200205_1991",1
"15155","200205_1992",1
"15156","200205_1993",1
"15157","200205_1994",1
"15158","200205_1995",1
"15159","200205_1996",1
"15160","200205_1997",1
"15161","200205_1998",1
"15162","200205_1999",1
"15163","200205_2000",1
"15164","200205_2001",1
"15165","200205_2002",1
"15166","200205_2003",1
"15167","200205_2004",1
"15168","200205_2005",1
"15169","200205_2006",1
"15170","200210_1816",4
"15171","200210_1817",4
"15172","200210_1818",4
"15173","200210_1819",4
"15174","200210_1820",4
"15175","200210_1821",4
"15176","200210_1822",4
"15177","200210_1823",4
"15178","200210_1824",4
"15179","200210_1825",4
"15180","200210_1826",4
"15181","200210_1827",4
"15182","200210_1828",4
"15183","200210_1829",4
"15184","200210_1830",4
"15185","200210_1831",4
"15186","200210_1832",4
"15187","200210_1833",4
"15188","200210_1834",4
"15189","200210_1835",4
"15190","200210_1836",4
"15191","200210_1837",4
"15192","200210_1838",4
"15193","200210_1839",4
"15194","200210_1840",4
"15195","200210_1841",4
"15196","200210_1842",4
"15197","200210_1843",4
"15198","200210_1844",4
"15199","200210_1845",4
"15200","200210_1846",4
"15201","200210_1847",4
"15202","200210_1848",4
"15203","200210_1849",4
"15204","200210_1850",4
"15205","200210_1851",4
"15206","200210_1852",4
"15207","200210_1853",4
"15208","200210_1854",4
"15209","200210_1855",4
"15210","200210_1856",4
"15211","200210_1857",4
"15212","200210_1858",4
"15213","200210_1859",4
"15214","200210_1860",4
"15215","200210_1861",4
"15216","200210_1862",4
"15217","200210_1863",4
"15218","200210_1864",4
"15219","200210_1865",4
"15220","200210_1866",4
"15221","200210_1867",4
"15222","200210_1868",4
"15223","200210_1869",4
"15224","200210_1870",4
"15225","200210_1871",4
"15226","200210_1872",4
"15227","200210_1873",4
"15228","200210_1874",4
"15229","200210_1875",4
"15230","200210_1876",4
"15231","200210_1877",4
"15232","200210_1878",4
"15233","200210_1879",4
"15234","200210_1880",4
"15235","200210_1881",4
"15236","200210_1882",4
"15237","200210_1883",4
"15238","200210_1884",4
"15239","200210_1885",4
"15240","200210_1886",4
"15241","200210_1887",4
"15242","200210_1888",4
"15243","200210_1889",4
"15244","200210_1890",4
"15245","200210_1891",4
"15246","200210_1892",4
"15247","200210_1893",4
"15248","200210_1894",4
"15249","200210_1895",4
"15250","200210_1896",4
"15251","200210_1897",4
"15252","200210_1898",4
"15253","200210_1899",4
"15254","200210_1900",4
"15255","200210_1901",4
"15256","200210_1902",4
"15257","200210_1903",4
"15258","200210_1904",4
"15259","200210_1905",4
"15260","200210_1906",4
"15261","200210_1907",4
"15262","200210_1908",4
"15263","200210_1909",4
"15264","200210_1910",4
"15265","200210_1911",4
"15266","200210_1912",4
"15267","200210_1913",4
"15268","200210_1914",4
"15269","200210_1915",4
"15270","200210_1916",4
"15271","200210_1917",4
"15272","200210_1918",4
"15273","200210_1919",4
"15274","200210_1920",4
"15275","200210_1921",4
"15276","200210_1922",4
"15277","200210_1923",4
"15278","200210_1924",4
"15279","200210_1925",4
"15280","200210_1926",4
"15281","200210_1927",4
"15282","200210_1928",4
"15283","200210_1929",4
"15284","200210_1930",4
"15285","200210_1931",4
"15286","200210_1932",4
"15287","200210_1933",4
"15288","200210_1934",4
"15289","200210_1935",4
"15290","200210_1936",4
"15291","200210_1937",4
"15292","200210_1938",4
"15293","200210_1939",4
"15294","200210_1940",4
"15295","200210_1945",4
"15296","200210_1946",4
"15297","200210_1947",4
"15298","200210_1948",4
"15299","200210_1949",4
"15300","200210_1950",4
"15301","200210_1951",4
"15302","200210_1952",4
"15303","200210_1953",4
"15304","200210_1954",4
"15305","200210_1955",4
"15306","200210_1956",4
"15307","200210_1957",4
"15308","200210_1958",4
"15309","200210_1959",4
"15310","200210_1960",4
"15311","200210_1961",4
"15312","200210_1962",4
"15313","200210_1963",4
"15314","200210_1964",4
"15315","200210_1965",4
"15316","200210_1966",4
"15317","200210_1967",4
"15318","200210_1968",4
"15319","200210_1969",4
"15320","200210_1970",4
"15321","200210_1971",4
"15322","200210_1972",4
"15323","200210_1973",4
"15324","200210_1974",4
"15325","200210_1975",4
"15326","200210_1976",4
"15327","200210_1977",4
"15328","200210_1978",4
"15329","200210_1979",4
"15330","200210_1980",4
"15331","200210_1981",4
"15332","200210_1982",4
"15333","200210_1983",4
"15334","200210_1984",4
"15335","200210_1985",4
"15336","200210_1986",4
"15337","200210_1987",4
"15338","200210_1988",4
"15339","200210_1989",4
"15340","200210_1990",4
"15341","200210_1991",4
"15342","200210_1992",4
"15343","200210_1993",4
"15344","200210_1994",4
"15345","200210_1995",4
"15346","200210_1996",4
"15347","200210_1997",4
"15348","200210_1998",4
"15349","200210_1999",4
"15350","200210_2000",4
"15351","200210_2001",4
"15352","200210_2002",4
"15353","200210_2003",4
"15354","200210_2004",4
"15355","200210_2005",4
"15356","200210_2006",4
"15357","200211_1830",4
"15358","200211_1831",4
"15359","200211_1832",4
"15360","200211_1833",4
"15361","200211_1834",4
"15362","200211_1835",4
"15363","200211_1836",4
"15364","200211_1837",4
"15365","200211_1838",4
"15366","200211_1839",4
"15367","200211_1840",4
"15368","200211_1841",4
"15369","200211_1842",4
"15370","200211_1843",4
"15371","200211_1844",4
"15372","200211_1845",4
"15373","200211_1846",4
"15374","200211_1847",4
"15375","200211_1848",4
"15376","200211_1849",4
"15377","200211_1850",4
"15378","200211_1851",4
"15379","200211_1852",4
"15380","200211_1853",4
"15381","200211_1854",4
"15382","200211_1855",4
"15383","200211_1856",4
"15384","200211_1857",4
"15385","200211_1858",4
"15386","200211_1859",4
"15387","200211_1860",4
"15388","200211_1861",4
"15389","200211_1862",4
"15390","200211_1863",4
"15391","200211_1864",4
"15392","200211_1865",4
"15393","200211_1866",4
"15394","200211_1867",4
"15395","200211_1868",4
"15396","200211_1869",4
"15397","200211_1870",4
"15398","200211_1871",4
"15399","200211_1872",4
"15400","200211_1873",4
"15401","200211_1874",4
"15402","200211_1875",4
"15403","200211_1876",4
"15404","200211_1877",4
"15405","200211_1878",4
"15406","200211_1879",4
"15407","200211_1880",4
"15408","200211_1881",4
"15409","200211_1882",4
"15410","200211_1883",4
"15411","200211_1884",4
"15412","200211_1885",4
"15413","200211_1886",4
"15414","200211_1887",4
"15415","200211_1888",4
"15416","200211_1889",4
"15417","200211_1890",4
"15418","200211_1891",4
"15419","200211_1892",4
"15420","200211_1893",4
"15421","200211_1894",4
"15422","200211_1895",4
"15423","200211_1896",4
"15424","200211_1897",4
"15425","200211_1898",4
"15426","200211_1899",4
"15427","200211_1900",4
"15428","200211_1901",4
"15429","200211_1902",4
"15430","200211_1903",4
"15431","200211_1904",4
"15432","200211_1905",4
"15433","200211_1906",4
"15434","200211_1907",4
"15435","200211_1908",4
"15436","200211_1909",4
"15437","200211_1910",4
"15438","200211_1911",4
"15439","200211_1912",4
"15440","200211_1913",4
"15441","200211_1914",4
"15442","200211_1915",4
"15443","200211_1916",4
"15444","200211_1917",4
"15445","200211_1918",4
"15446","200211_1919",4
"15447","200211_1920",4
"15448","200211_1921",4
"15449","200211_1922",4
"15450","200211_1923",4
"15451","200211_1924",4
"15452","200211_1925",4
"15453","200211_1926",4
"15454","200211_1927",4
"15455","200211_1928",4
"15456","200211_1929",4
"15457","200211_1930",4
"15458","200211_1931",4
"15459","200211_1932",4
"15460","200211_1933",4
"15461","200211_1934",4
"15462","200211_1935",4
"15463","200211_1936",4
"15464","200211_1937",4
"15465","200211_1938",4
"15466","200211_1939",4
"15467","200211_1940",4
"15468","200211_1945",4
"15469","200211_1946",4
"15470","200211_1947",4
"15471","200211_1948",4
"15472","200211_1949",4
"15473","200211_1950",4
"15474","200211_1951",4
"15475","200211_1952",4
"15476","200211_1953",4
"15477","200211_1954",4
"15478","200211_1955",4
"15479","200211_1956",4
"15480","200211_1957",4
"15481","200211_1958",4
"15482","200211_1959",4
"15483","200211_1960",4
"15484","200211_1961",4
"15485","200211_1962",4
"15486","200211_1963",4
"15487","200211_1964",4
"15488","200211_1965",4
"15489","200211_1966",4
"15490","200211_1967",4
"15491","200211_1968",4
"15492","200211_1969",4
"15493","200211_1970",4
"15494","200211_1971",4
"15495","200211_1972",4
"15496","200211_1973",4
"15497","200211_1974",4
"15498","200211_1975",4
"15499","200211_1976",4
"15500","200211_1977",4
"15501","200211_1978",4
"15502","200211_1979",4
"15503","200211_1980",4
"15504","200211_1981",4
"15505","200211_1982",4
"15506","200211_1983",4
"15507","200211_1984",4
"15508","200211_1985",4
"15509","200211_1986",4
"15510","200211_1987",4
"15511","200211_1988",4
"15512","200211_1989",4
"15513","200211_1990",4
"15514","200211_1991",4
"15515","200211_1992",4
"15516","200211_1993",4
"15517","200211_1994",4
"15518","200211_1995",4
"15519","200211_1996",4
"15520","200211_1997",4
"15521","200211_1998",4
"15522","200211_1999",4
"15523","200211_2000",4
"15524","200211_2001",4
"15525","200211_2002",4
"15526","200211_2003",4
"15527","200211_2004",4
"15528","200211_2005",4
"15529","200211_2006",4
"15530","200220_1816",3
"15531","200220_1817",3
"15532","200220_1818",3
"15533","200220_1819",3
"15534","200220_1820",3
"15535","200220_1821",3
"15536","200220_1822",3
"15537","200220_1823",3
"15538","200220_1824",3
"15539","200220_1825",3
"15540","200220_1826",3
"15541","200220_1827",3
"15542","200220_1828",3
"15543","200220_1829",3
"15544","200220_1830",3
"15545","200220_1831",3
"15546","200220_1832",3
"15547","200220_1833",3
"15548","200220_1834",3
"15549","200220_1835",3
"15550","200220_1836",3
"15551","200220_1837",3
"15552","200220_1838",3
"15553","200220_1839",3
"15554","200220_1840",3
"15555","200220_1841",3
"15556","200220_1842",3
"15557","200220_1843",3
"15558","200220_1844",3
"15559","200220_1845",3
"15560","200220_1846",3
"15561","200220_1847",3
"15562","200220_1848",3
"15563","200220_1849",3
"15564","200220_1850",3
"15565","200220_1851",3
"15566","200220_1852",3
"15567","200220_1853",3
"15568","200220_1854",3
"15569","200220_1855",3
"15570","200220_1856",3
"15571","200220_1857",3
"15572","200220_1858",3
"15573","200220_1859",3
"15574","200220_1860",3
"15575","200220_1861",3
"15576","200220_1862",3
"15577","200220_1863",3
"15578","200220_1864",3
"15579","200220_1865",3
"15580","200220_1866",3
"15581","200220_1867",3
"15582","200220_1868",3
"15583","200220_1869",3
"15584","200220_1870",3
"15585","200220_1871",3
"15586","200220_1872",3
"15587","200220_1873",3
"15588","200220_1874",3
"15589","200220_1875",3
"15590","200220_1876",3
"15591","200220_1877",3
"15592","200220_1878",3
"15593","200220_1879",3
"15594","200220_1880",3
"15595","200220_1881",3
"15596","200220_1882",3
"15597","200220_1883",3
"15598","200220_1884",3
"15599","200220_1885",3
"15600","200220_1886",3
"15601","200220_1887",3
"15602","200220_1888",3
"15603","200220_1889",3
"15604","200220_1890",3
"15605","200220_1891",3
"15606","200220_1892",3
"15607","200220_1893",3
"15608","200220_1894",3
"15609","200220_1895",3
"15610","200220_1896",3
"15611","200220_1897",3
"15612","200220_1898",3
"15613","200220_1899",3
"15614","200220_1900",3
"15615","200220_1901",3
"15616","200220_1902",3
"15617","200220_1903",3
"15618","200220_1904",3
"15619","200220_1905",3
"15620","200220_1906",3
"15621","200220_1907",3
"15622","200220_1908",3
"15623","200220_1909",3
"15624","200220_1910",3
"15625","200220_1911",3
"15626","200220_1912",3
"15627","200220_1913",3
"15628","200220_1914",3
"15629","200220_1915",3
"15630","200220_1916",3
"15631","200220_1917",3
"15632","200220_1918",3
"15633","200220_1919",3
"15634","200220_1920",3
"15635","200220_1921",3
"15636","200220_1922",3
"15637","200220_1923",3
"15638","200220_1924",3
"15639","200220_1925",3
"15640","200220_1926",3
"15641","200220_1927",3
"15642","200220_1928",3
"15643","200220_1929",3
"15644","200220_1930",3
"15645","200220_1931",3
"15646","200220_1932",3
"15647","200220_1933",3
"15648","200220_1934",3
"15649","200220_1935",3
"15650","200220_1936",3
"15651","200220_1937",3
"15652","200220_1938",3
"15653","200220_1939",3
"15654","200220_1940",3
"15655","200220_1944",3
"15656","200220_1945",3
"15657","200220_1946",3
"15658","200220_1947",3
"15659","200220_1948",3
"15660","200220_1949",3
"15661","200220_1950",3
"15662","200220_1951",3
"15663","200220_1952",3
"15664","200220_1953",3
"15665","200220_1954",3
"15666","200220_1955",3
"15667","200220_1956",3
"15668","200220_1957",3
"15669","200220_1958",3
"15670","200220_1959",3
"15671","200220_1960",3
"15672","200220_1961",3
"15673","200220_1962",3
"15674","200220_1963",3
"15675","200220_1964",3
"15676","200220_1965",3
"15677","200220_1966",3
"15678","200220_1967",3
"15679","200220_1968",3
"15680","200220_1969",3
"15681","200220_1970",3
"15682","200220_1971",3
"15683","200220_1972",3
"15684","200220_1973",3
"15685","200220_1974",3
"15686","200220_1975",3
"15687","200220_1976",3
"15688","200220_1977",3
"15689","200220_1978",3
"15690","200220_1979",3
"15691","200220_1980",3
"15692","200220_1981",3
"15693","200220_1982",3
"15694","200220_1983",3
"15695","200220_1984",3
"15696","200220_1985",3
"15697","200220_1986",3
"15698","200220_1987",3
"15699","200220_1988",3
"15700","200220_1989",3
"15701","200220_1990",3
"15702","200220_1991",3
"15703","200220_1992",3
"15704","200220_1993",3
"15705","200220_1994",3
"15706","200220_1995",3
"15707","200220_1996",3
"15708","200220_1997",3
"15709","200220_1998",3
"15710","200220_1999",3
"15711","200220_2000",3
"15712","200220_2001",3
"15713","200220_2002",3
"15714","200220_2003",3
"15715","200220_2004",3
"15716","200220_2005",3
"15717","200220_2006",3
"15718","200240_1838",5
"15719","200240_1839",5
"15720","200240_1840",5
"15721","200240_1841",5
"15722","200240_1842",5
"15723","200240_1843",5
"15724","200240_1844",5
"15725","200240_1845",5
"15726","200240_1846",5
"15727","200240_1847",5
"15728","200240_1848",5
"15729","200240_1849",5
"15730","200240_1850",5
"15731","200240_1851",5
"15732","200240_1852",5
"15733","200240_1853",5
"15734","200240_1854",5
"15735","200240_1855",5
"15736","200240_1856",5
"15737","200240_1857",5
"15738","200240_1858",5
"15739","200240_1859",5
"15740","200240_1860",5
"15741","200240_1861",5
"15742","200240_1862",5
"15743","200240_1863",5
"15744","200240_1864",5
"15745","200240_1865",5
"15746","200240_1866",5
"15747","200255_1866",5
"15748","200255_1867",5
"15749","200255_1868",5
"15750","200255_1869",5
"15751","200255_1870",5
"15752","200255_1871",5
"15753","200255_1872",5
"15754","200255_1873",5
"15755","200255_1874",5
"15756","200255_1875",5
"15757","200255_1876",5
"15758","200255_1877",5
"15759","200255_1878",5
"15760","200255_1879",5
"15761","200255_1880",5
"15762","200255_1881",5
"15763","200255_1882",5
"15764","200255_1883",5
"15765","200255_1884",5
"15766","200255_1885",5
"15767","200255_1886",5
"15768","200255_1887",5
"15769","200255_1888",5
"15770","200255_1889",5
"15771","200255_1890",5
"15772","200255_1891",5
"15773","200255_1892",5
"15774","200255_1893",5
"15775","200255_1894",5
"15776","200255_1895",5
"15777","200255_1896",5
"15778","200255_1897",5
"15779","200255_1898",5
"15780","200255_1899",5
"15781","200255_1900",5
"15782","200255_1901",5
"15783","200255_1902",5
"15784","200255_1903",5
"15785","200255_1904",5
"15786","200255_1905",5
"15787","200255_1906",5
"15788","200255_1907",5
"15789","200255_1908",5
"15790","200255_1909",5
"15791","200255_1910",5
"15792","200255_1911",5
"15793","200255_1912",5
"15794","200255_1913",5
"15795","200255_1914",5
"15796","200255_1915",5
"15797","200255_1916",5
"15798","200255_1917",5
"15799","200255_1918",5
"15800","200255_1919",5
"15801","200255_1920",5
"15802","200255_1921",5
"15803","200255_1922",5
"15804","200255_1923",5
"15805","200255_1924",5
"15806","200255_1925",5
"15807","200255_1926",5
"15808","200255_1927",5
"15809","200255_1928",5
"15810","200255_1929",5
"15811","200255_1930",5
"15812","200255_1931",5
"15813","200255_1932",5
"15814","200255_1933",5
"15815","200255_1934",5
"15816","200255_1935",5
"15817","200255_1936",5
"15818","200255_1937",5
"15819","200255_1938",5
"15820","200255_1939",5
"15821","200255_1940",5
"15822","200255_1941",5
"15823","200255_1942",5
"15824","200255_1943",5
"15825","200255_1944",5
"15826","200255_1945",5
"15827","200255_1990",5
"15828","200255_1991",5
"15829","200255_1992",5
"15830","200255_1993",5
"15831","200255_1994",5
"15832","200255_1995",5
"15833","200255_1996",5
"15834","200255_1997",5
"15835","200255_1998",5
"15836","200255_1999",5
"15837","200255_2000",5
"15838","200255_2001",5
"15839","200255_2002",5
"15840","200255_2003",5
"15841","200255_2004",5
"15842","200255_2005",5
"15843","200255_2006",5
"15844","200260_1955",5
"15845","200260_1956",5
"15846","200260_1957",5
"15847","200260_1958",5
"15848","200260_1959",5
"15849","200260_1960",5
"15850","200260_1961",5
"15851","200260_1962",5
"15852","200260_1963",5
"15853","200260_1964",5
"15854","200260_1965",5
"15855","200260_1966",5
"15856","200260_1967",5
"15857","200260_1968",5
"15858","200260_1969",5
"15859","200260_1970",5
"15860","200260_1971",5
"15861","200260_1972",5
"15862","200260_1973",5
"15863","200260_1974",5
"15864","200260_1975",5
"15865","200260_1976",5
"15866","200260_1977",5
"15867","200260_1978",5
"15868","200260_1979",5
"15869","200260_1980",5
"15870","200260_1981",5
"15871","200260_1982",5
"15872","200260_1983",5
"15873","200260_1984",5
"15874","200260_1985",5
"15875","200260_1986",5
"15876","200260_1987",5
"15877","200260_1988",5
"15878","200260_1989",5
"15879","200260_1990",5
"15880","200380_1816",5
"15881","200380_1817",5
"15882","200380_1818",5
"15883","200380_1819",5
"15884","200380_1820",5
"15885","200380_1821",5
"15886","200380_1822",5
"15887","200380_1823",5
"15888","200380_1824",5
"15889","200380_1825",5
"15890","200380_1826",5
"15891","200380_1827",5
"15892","200380_1828",5
"15893","200380_1829",5
"15894","200380_1830",5
"15895","200380_1831",5
"15896","200380_1832",5
"15897","200380_1833",5
"15898","200380_1834",5
"15899","200380_1835",5
"15900","200380_1836",5
"15901","200380_1837",5
"15902","200380_1838",5
"15903","200380_1839",5
"15904","200380_1840",5
"15905","200380_1841",5
"15906","200380_1842",5
"15907","200380_1843",5
"15908","200380_1844",5
"15909","200380_1845",5
"15910","200380_1846",5
"15911","200380_1847",5
"15912","200380_1848",5
"15913","200380_1849",5
"15914","200380_1850",5
"15915","200380_1851",5
"15916","200380_1852",5
"15917","200380_1853",5
"15918","200380_1854",5
"15919","200380_1855",5
"15920","200380_1856",5
"15921","200380_1857",5
"15922","200380_1858",5
"15923","200380_1859",5
"15924","200380_1860",5
"15925","200380_1861",5
"15926","200380_1862",5
"15927","200380_1863",5
"15928","200380_1864",5
"15929","200380_1865",5
"15930","200380_1866",5
"15931","200380_1867",5
"15932","200380_1868",5
"15933","200380_1869",5
"15934","200380_1870",5
"15935","200380_1871",5
"15936","200380_1872",5
"15937","200380_1873",5
"15938","200380_1874",5
"15939","200380_1875",5
"15940","200380_1876",5
"15941","200380_1877",5
"15942","200380_1878",5
"15943","200380_1879",5
"15944","200380_1880",5
"15945","200380_1881",5
"15946","200380_1882",5
"15947","200380_1883",5
"15948","200380_1884",5
"15949","200380_1885",5
"15950","200380_1886",5
"15951","200380_1887",5
"15952","200380_1888",5
"15953","200380_1889",5
"15954","200380_1890",5
"15955","200380_1891",5
"15956","200380_1892",5
"15957","200380_1893",5
"15958","200380_1894",5
"15959","200380_1895",5
"15960","200380_1896",5
"15961","200380_1897",5
"15962","200380_1898",5
"15963","200380_1899",5
"15964","200380_1900",5
"15965","200380_1901",5
"15966","200380_1902",5
"15967","200380_1903",5
"15968","200380_1904",5
"15969","200380_1905",5
"15970","200385_1905",5
"15971","200385_1906",5
"15972","200385_1907",5
"15973","200385_1908",5
"15974","200385_1909",5
"15975","200385_1910",5
"15976","200385_1911",5
"15977","200385_1912",5
"15978","200385_1913",5
"15979","200385_1914",5
"15980","200385_1915",5
"15981","200385_1916",5
"15982","200385_1917",5
"15983","200385_1918",5
"15984","200385_1919",5
"15985","200385_1920",5
"15986","200385_1921",5
"15987","200385_1922",5
"15988","200385_1923",5
"15989","200385_1924",5
"15990","200385_1925",5
"15991","200385_1926",5
"15992","200385_1927",5
"15993","200385_1928",5
"15994","200385_1929",5
"15995","200385_1930",5
"15996","200385_1931",5
"15997","200385_1932",5
"15998","200385_1933",5
"15999","200385_1934",5
"16000","200385_1935",5
"16001","200385_1936",5
"16002","200385_1937",5
"16003","200385_1938",5
"16004","200385_1939",5
"16005","200385_1940",5
"16006","200385_1945",5
"16007","200385_1946",5
"16008","200385_1947",5
"16009","200385_1948",5
"16010","200385_1949",5
"16011","200385_1950",5
"16012","200385_1951",5
"16013","200385_1952",5
"16014","200385_1953",5
"16015","200385_1954",5
"16016","200385_1955",5
"16017","200385_1956",5
"16018","200385_1957",5
"16019","200385_1958",5
"16020","200385_1959",5
"16021","200385_1960",5
"16022","200385_1961",5
"16023","200385_1962",5
"16024","200385_1963",5
"16025","200385_1964",5
"16026","200385_1965",5
"16027","200385_1966",5
"16028","200385_1967",5
"16029","200385_1968",5
"16030","200385_1969",5
"16031","200385_1970",5
"16032","200385_1971",5
"16033","200385_1972",5
"16034","200385_1973",5
"16035","200385_1974",5
"16036","200385_1975",5
"16037","200385_1976",5
"16038","200385_1977",5
"16039","200385_1978",5
"16040","200385_1979",5
"16041","200385_1980",5
"16042","200385_1981",5
"16043","200385_1982",5
"16044","200385_1983",5
"16045","200385_1984",5
"16046","200385_1985",5
"16047","200385_1986",5
"16048","200385_1987",5
"16049","200385_1988",5
"16050","200385_1989",5
"16051","200385_1990",5
"16052","200385_1991",5
"16053","200385_1992",5
"16054","200385_1993",5
"16055","200385_1994",5
"16056","200385_1995",5
"16057","200385_1996",5
"16058","200385_1997",5
"16059","200385_1998",5
"16060","200385_1999",5
"16061","200385_2000",5
"16062","200385_2001",5
"16063","200385_2002",5
"16064","200385_2003",5
"16065","200385_2004",5
"16066","200385_2005",5
"16067","200385_2006",5
"16068","200390_1816",5
"16069","200390_1817",5
"16070","200390_1818",5
"16071","200390_1819",5
"16072","200390_1820",5
"16073","200390_1821",5
"16074","200390_1822",5
"16075","200390_1823",5
"16076","200390_1824",5
"16077","200390_1825",5
"16078","200390_1826",5
"16079","200390_1827",5
"16080","200390_1828",5
"16081","200390_1829",5
"16082","200390_1830",5
"16083","200390_1831",5
"16084","200390_1832",5
"16085","200390_1833",5
"16086","200390_1834",5
"16087","200390_1835",5
"16088","200390_1836",5
"16089","200390_1837",5
"16090","200390_1838",5
"16091","200390_1839",5
"16092","200390_1840",5
"16093","200390_1841",5
"16094","200390_1842",5
"16095","200390_1843",5
"16096","200390_1844",5
"16097","200390_1845",5
"16098","200390_1846",5
"16099","200390_1847",5
"16100","200390_1848",5
"16101","200390_1849",5
"16102","200390_1850",5
"16103","200390_1851",5
"16104","200390_1852",5
"16105","200390_1853",5
"16106","200390_1854",5
"16107","200390_1855",5
"16108","200390_1856",5
"16109","200390_1857",5
"16110","200390_1858",5
"16111","200390_1859",5
"16112","200390_1860",5
"16113","200390_1861",5
"16114","200390_1862",5
"16115","200390_1863",5
"16116","200390_1864",5
"16117","200390_1865",5
"16118","200390_1866",5
"16119","200390_1867",5
"16120","200390_1868",5
"16121","200390_1869",5
"16122","200390_1870",5
"16123","200390_1871",5
"16124","200390_1872",5
"16125","200390_1873",5
"16126","200390_1874",5
"16127","200390_1875",5
"16128","200390_1876",5
"16129","200390_1877",5
"16130","200390_1878",5
"16131","200390_1879",5
"16132","200390_1880",5
"16133","200390_1881",5
"16134","200390_1882",5
"16135","200390_1883",5
"16136","200390_1884",5
"16137","200390_1885",5
"16138","200390_1886",5
"16139","200390_1887",5
"16140","200390_1888",5
"16141","200390_1889",5
"16142","200390_1890",5
"16143","200390_1891",5
"16144","200390_1892",5
"16145","200390_1893",5
"16146","200390_1894",5
"16147","200390_1895",5
"16148","200390_1896",5
"16149","200390_1897",5
"16150","200390_1898",5
"16151","200390_1899",5
"16152","200390_1900",5
"16153","200390_1901",5
"16154","200390_1902",5
"16155","200390_1903",5
"16156","200390_1904",5
"16157","200390_1905",5
"16158","200390_1906",5
"16159","200390_1907",5
"16160","200390_1908",5
"16161","200390_1909",5
"16162","200390_1910",5
"16163","200390_1911",5
"16164","200390_1912",5
"16165","200390_1913",5
"16166","200390_1914",5
"16167","200390_1915",5
"16168","200390_1916",5
"16169","200390_1917",5
"16170","200390_1918",5
"16171","200390_1919",5
"16172","200390_1920",5
"16173","200390_1921",5
"16174","200390_1922",5
"16175","200390_1923",5
"16176","200390_1924",5
"16177","200390_1925",5
"16178","200390_1926",5
"16179","200390_1927",5
"16180","200390_1928",5
"16181","200390_1929",5
"16182","200390_1930",5
"16183","200390_1931",5
"16184","200390_1932",5
"16185","200390_1933",5
"16186","200390_1934",5
"16187","200390_1935",5
"16188","200390_1936",5
"16189","200390_1937",5
"16190","200390_1938",5
"16191","200390_1939",5
"16192","200390_1940",5
"16193","200390_1945",5
"16194","200390_1946",5
"16195","200390_1947",5
"16196","200390_1948",5
"16197","200390_1949",5
"16198","200390_1950",5
"16199","200390_1951",5
"16200","200390_1952",5
"16201","200390_1953",5
"16202","200390_1954",5
"16203","200390_1955",5
"16204","200390_1956",5
"16205","200390_1957",5
"16206","200390_1958",5
"16207","200390_1959",5
"16208","200390_1960",5
"16209","200390_1961",5
"16210","200390_1962",5
"16211","200390_1963",5
"16212","200390_1964",5
"16213","200390_1965",5
"16214","200390_1966",5
"16215","200390_1967",5
"16216","200390_1968",5
"16217","200390_1969",5
"16218","200390_1970",5
"16219","200390_1971",5
"16220","200390_1972",5
"16221","200390_1973",5
"16222","200390_1974",5
"16223","200390_1975",5
"16224","200390_1976",5
"16225","200390_1977",5
"16226","200390_1978",5
"16227","200390_1979",5
"16228","200390_1980",5
"16229","200390_1981",5
"16230","200390_1982",5
"16231","200390_1983",5
"16232","200390_1984",5
"16233","200390_1985",5
"16234","200390_1986",5
"16235","200390_1987",5
