"","dyad.merge","conttype"
"41429","380255_1924",4
"41430","380255_1925",4
"41431","380255_1926",4
"41432","380255_1927",4
"41433","380255_1928",4
"41434","380255_1929",4
"41435","380255_1930",4
"41436","380255_1931",4
"41437","380255_1932",4
"41438","380255_1933",4
"41439","380255_1934",4
"41440","380255_1935",4
"41441","380255_1936",4
"41442","380255_1937",4
"41443","380255_1938",4
"41444","380255_1939",4
"41445","380255_1940",4
"41446","380255_1941",4
"41447","380255_1942",4
"41448","380255_1943",4
"41449","380255_1944",4
"41450","380255_1945",4
"41451","380255_1990",4
"41452","380255_1991",4
"41453","380255_1992",4
"41454","380255_1993",4
"41455","380255_1994",4
"41456","380255_1995",4
"41457","380255_1996",4
"41458","380255_1997",4
"41459","380255_1998",4
"41460","380255_1999",4
"41461","380255_2000",4
"41462","380255_2001",4
"41463","380255_2002",4
"41464","380255_2003",4
"41465","380255_2004",4
"41466","380255_2005",4
"41467","380255_2006",4
"41468","380260_1955",4
"41469","380260_1956",4
"41470","380260_1957",4
"41471","380260_1958",4
"41472","380260_1959",4
"41473","380260_1960",4
"41474","380260_1961",4
"41475","380260_1962",4
"41476","380260_1963",4
"41477","380260_1964",4
"41478","380260_1965",4
"41479","380260_1966",4
"41480","380260_1967",4
"41481","380260_1968",4
"41482","380260_1969",4
"41483","380260_1970",4
"41484","380260_1971",4
"41485","380260_1972",4
"41486","380260_1973",4
"41487","380260_1974",4
"41488","380260_1975",4
"41489","380260_1976",4
"41490","380260_1977",4
"41491","380260_1978",4
"41492","380260_1979",4
"41493","380260_1980",4
"41494","380260_1981",4
"41495","380260_1982",4
"41496","380260_1983",4
"41497","380260_1984",4
"41498","380260_1985",4
"41499","380260_1986",4
"41500","380260_1987",4
"41501","380260_1988",4
"41502","380260_1989",4
"41503","380260_1990",4
"41504","380265_1954",4
"41505","380265_1955",4
"41506","380265_1956",4
"41507","380265_1957",4
"41508","380265_1958",4
"41509","380265_1959",4
"41510","380265_1960",4
"41511","380265_1961",4
"41512","380265_1962",4
"41513","380265_1963",4
"41514","380265_1964",4
"41515","380265_1965",4
"41516","380265_1966",4
"41517","380265_1967",4
"41518","380265_1968",4
"41519","380265_1969",4
"41520","380265_1970",4
"41521","380265_1971",4
"41522","380265_1972",4
"41523","380265_1973",4
"41524","380265_1974",4
"41525","380265_1975",4
"41526","380265_1976",4
"41527","380265_1977",4
"41528","380265_1978",4
"41529","380265_1979",4
"41530","380265_1980",4
"41531","380265_1981",4
"41532","380265_1982",4
"41533","380265_1983",4
"41534","380265_1984",4
"41535","380265_1985",4
"41536","380265_1986",4
"41537","380265_1987",4
"41538","380265_1988",4
"41539","380265_1989",4
"41540","380265_1990",4
"41541","380280_1843",4
"41542","380280_1844",4
"41543","380280_1845",4
"41544","380280_1846",4
"41545","380280_1847",4
"41546","380280_1848",4
"41547","380280_1849",4
"41548","380280_1850",4
"41549","380280_1851",4
"41550","380280_1852",4
"41551","380280_1853",4
"41552","380280_1854",4
"41553","380280_1855",4
"41554","380280_1856",4
"41555","380280_1857",4
"41556","380280_1858",4
"41557","380280_1859",4
"41558","380280_1860",4
"41559","380280_1861",4
"41560","380280_1862",4
"41561","380280_1863",4
"41562","380280_1864",4
"41563","380280_1865",4
"41564","380280_1866",4
"41565","380280_1867",4
"41566","380290_1918",4
"41567","380290_1919",4
"41568","380290_1920",4
"41569","380290_1921",4
"41570","380290_1922",4
"41571","380290_1923",4
"41572","380290_1924",4
"41573","380290_1925",4
"41574","380290_1926",4
"41575","380290_1927",4
"41576","380290_1928",4
"41577","380290_1929",4
"41578","380290_1930",4
"41579","380290_1931",4
"41580","380290_1932",4
"41581","380290_1933",4
"41582","380290_1934",4
"41583","380290_1935",4
"41584","380290_1936",4
"41585","380290_1937",4
"41586","380290_1938",4
"41587","380290_1939",4
"41588","380290_1945",4
"41589","380290_1946",4
"41590","380290_1947",4
"41591","380290_1948",4
"41592","380290_1949",4
"41593","380290_1950",4
"41594","380290_1951",4
"41595","380290_1952",4
"41596","380290_1953",4
"41597","380290_1954",4
"41598","380290_1955",4
"41599","380290_1956",4
"41600","380290_1957",4
"41601","380290_1958",4
"41602","380290_1959",4
"41603","380290_1960",4
"41604","380290_1961",4
"41605","380290_1962",4
"41606","380290_1963",4
"41607","380290_1964",4
"41608","380290_1965",4
"41609","380290_1966",4
"41610","380290_1967",4
"41611","380290_1968",4
"41612","380290_1969",4
"41613","380290_1970",4
"41614","380290_1971",4
"41615","380290_1972",4
"41616","380290_1973",4
"41617","380290_1974",4
"41618","380290_1975",4
"41619","380290_1976",4
"41620","380290_1977",4
"41621","380290_1978",4
"41622","380290_1979",4
"41623","380290_1980",4
"41624","380290_1981",4
"41625","380290_1982",4
"41626","380290_1983",4
"41627","380290_1984",4
"41628","380290_1985",4
"41629","380290_1986",4
"41630","380290_1987",4
"41631","380290_1988",4
"41632","380290_1989",4
"41633","380290_1990",4
"41634","380290_1991",4
"41635","380290_1992",4
"41636","380290_1993",4
"41637","380290_1994",4
"41638","380290_1995",4
"41639","380290_1996",4
"41640","380290_1997",4
"41641","380290_1998",4
"41642","380290_1999",4
"41643","380290_2000",4
"41644","380290_2001",4
"41645","380290_2002",4
"41646","380290_2003",4
"41647","380290_2004",4
"41648","380290_2005",4
"41649","380290_2006",4
"41650","380365_1816",1
"41651","380365_1817",1
"41652","380365_1818",1
"41653","380365_1819",1
"41654","380365_1820",1
"41655","380365_1821",1
"41656","380365_1822",1
"41657","380365_1823",1
"41658","380365_1824",1
"41659","380365_1825",1
"41660","380365_1826",1
"41661","380365_1827",1
"41662","380365_1828",1
"41663","380365_1829",1
"41664","380365_1830",1
"41665","380365_1831",1
"41666","380365_1832",1
"41667","380365_1833",1
"41668","380365_1834",1
"41669","380365_1835",1
"41670","380365_1836",1
"41671","380365_1837",1
"41672","380365_1838",1
"41673","380365_1839",1
"41674","380365_1840",1
"41675","380365_1841",1
"41676","380365_1842",1
"41677","380365_1843",1
"41678","380365_1844",1
"41679","380365_1845",1
"41680","380365_1846",1
"41681","380365_1847",1
"41682","380365_1848",1
"41683","380365_1849",1
"41684","380365_1850",1
"41685","380365_1851",1
"41686","380365_1852",1
"41687","380365_1853",1
"41688","380365_1854",1
"41689","380365_1855",1
"41690","380365_1856",1
"41691","380365_1857",1
"41692","380365_1858",1
"41693","380365_1859",1
"41694","380365_1860",1
"41695","380365_1861",1
"41696","380365_1862",1
"41697","380365_1863",1
"41698","380365_1864",1
"41699","380365_1865",1
"41700","380365_1866",1
"41701","380365_1867",1
"41702","380365_1868",1
"41703","380365_1869",1
"41704","380365_1870",1
"41705","380365_1871",1
"41706","380365_1872",1
"41707","380365_1873",1
"41708","380365_1874",1
"41709","380365_1875",1
"41710","380365_1876",1
"41711","380365_1877",1
"41712","380365_1878",1
"41713","380365_1879",1
"41714","380365_1880",1
"41715","380365_1881",1
"41716","380365_1882",1
"41717","380365_1883",1
"41718","380365_1884",1
"41719","380365_1885",1
"41720","380365_1886",1
"41721","380365_1887",1
"41722","380365_1888",1
"41723","380365_1889",1
"41724","380365_1890",1
"41725","380365_1891",1
"41726","380365_1892",1
"41727","380365_1893",1
"41728","380365_1894",1
"41729","380365_1895",1
"41730","380365_1896",1
"41731","380365_1897",1
"41732","380365_1898",1
"41733","380365_1899",1
"41734","380365_1900",1
"41735","380365_1901",1
"41736","380365_1902",1
"41737","380365_1903",1
"41738","380365_1904",1
"41739","380365_1905",1
"41740","380365_1906",1
"41741","380365_1907",1
"41742","380365_1908",1
"41743","380365_1909",1
"41744","380365_1910",1
"41745","380365_1911",1
"41746","380365_1912",1
"41747","380365_1913",1
"41748","380365_1914",1
"41749","380365_1915",1
"41750","380365_1916",1
"41751","380365_1917",1
"41752","380365_1917",4
"41753","380365_1918",4
"41754","380365_1940",4
"41755","380365_1941",4
"41756","380365_1944",4
"41757","380365_1945",4
"41758","380365_1946",4
"41759","380365_1947",4
"41760","380365_1948",4
"41761","380365_1949",4
"41762","380365_1950",4
"41763","380365_1951",4
"41764","380365_1952",4
"41765","380365_1953",4
"41766","380365_1954",4
"41767","380365_1955",4
"41768","380365_1956",4
"41769","380365_1957",4
"41770","380365_1958",4
"41771","380365_1959",4
"41772","380365_1960",4
"41773","380365_1961",4
"41774","380365_1962",4
"41775","380365_1963",4
"41776","380365_1964",4
"41777","380365_1965",4
"41778","380365_1966",4
"41779","380365_1967",4
"41780","380365_1968",4
"41781","380365_1969",4
"41782","380365_1970",4
"41783","380365_1971",4
"41784","380365_1972",4
"41785","380365_1973",4
"41786","380365_1974",4
"41787","380365_1975",4
"41788","380365_1976",4
"41789","380365_1977",4
"41790","380365_1978",4
"41791","380365_1979",4
"41792","380365_1980",4
"41793","380365_1981",4
"41794","380365_1982",4
"41795","380365_1983",4
"41796","380365_1984",4
"41797","380365_1985",4
"41798","380365_1986",4
"41799","380365_1987",4
"41800","380365_1988",4
"41801","380365_1989",4
"41802","380365_1990",4
"41803","380365_1991",4
"41804","380365_1992",4
"41805","380365_1993",4
"41806","380365_1994",4
"41807","380365_1995",4
"41808","380365_1996",4
"41809","380365_1997",4
"41810","380365_1998",4
"41811","380365_1999",4
"41812","380365_2000",4
"41813","380365_2001",4
"41814","380365_2002",4
"41815","380365_2003",4
"41816","380365_2004",4
"41817","380365_2005",4
"41818","380365_2006",4
"41819","380366_1918",4
"41820","380366_1919",4
"41821","380366_1920",4
"41822","380366_1921",4
"41823","380366_1922",4
"41824","380366_1923",4
"41825","380366_1924",4
"41826","380366_1925",4
"41827","380366_1926",4
"41828","380366_1927",4
"41829","380366_1928",4
"41830","380366_1929",4
"41831","380366_1930",4
"41832","380366_1931",4
"41833","380366_1932",4
"41834","380366_1933",4
"41835","380366_1934",4
"41836","380366_1935",4
"41837","380366_1936",4
"41838","380366_1937",4
"41839","380366_1938",4
"41840","380366_1939",4
"41841","380366_1940",4
"41842","380366_1991",4
"41843","380366_1992",4
"41844","380366_1993",4
"41845","380366_1994",4
"41846","380366_1995",4
"41847","380366_1996",4
"41848","380366_1997",4
"41849","380366_1998",4
"41850","380366_1999",4
"41851","380366_2000",4
"41852","380366_2001",4
"41853","380366_2002",4
"41854","380366_2003",4
"41855","380366_2004",4
"41856","380366_2005",4
"41857","380366_2006",4
"41858","380367_1918",4
"41859","380367_1919",4
"41860","380367_1920",4
"41861","380367_1921",4
"41862","380367_1922",4
"41863","380367_1923",4
"41864","380367_1924",4
"41865","380367_1925",4
"41866","380367_1926",4
"41867","380367_1927",4
"41868","380367_1928",4
"41869","380367_1929",4
"41870","380367_1930",4
"41871","380367_1931",4
"41872","380367_1932",4
"41873","380367_1933",4
"41874","380367_1934",4
"41875","380367_1935",4
"41876","380367_1936",4
"41877","380367_1937",4
"41878","380367_1938",4
"41879","380367_1939",4
"41880","380367_1940",4
"41881","380367_1991",4
"41882","380367_1992",4
"41883","380367_1993",4
"41884","380367_1994",4
"41885","380367_1995",4
"41886","380367_1996",4
"41887","380367_1997",4
"41888","380367_1998",4
"41889","380367_1999",4
"41890","380367_2000",4
"41891","380367_2001",4
"41892","380367_2002",4
"41893","380367_2003",4
"41894","380367_2004",4
"41895","380367_2005",4
"41896","380367_2006",4
"41897","380368_1918",4
"41898","380368_1919",4
"41899","380368_1920",4
"41900","380368_1921",4
"41901","380368_1922",4
"41902","380368_1923",4
"41903","380368_1924",4
"41904","380368_1925",4
"41905","380368_1926",4
"41906","380368_1927",4
"41907","380368_1928",4
"41908","380368_1929",4
"41909","380368_1930",4
"41910","380368_1931",4
"41911","380368_1932",4
"41912","380368_1933",4
"41913","380368_1934",4
"41914","380368_1935",4
"41915","380368_1936",4
"41916","380368_1937",4
"41917","380368_1938",4
"41918","380368_1939",4
"41919","380368_1940",4
"41920","380368_1991",4
"41921","380368_1992",4
"41922","380368_1993",4
"41923","380368_1994",4
"41924","380368_1995",4
"41925","380368_1996",4
"41926","380368_1997",4
"41927","380368_1998",4
"41928","380368_1999",4
"41929","380368_2000",4
"41930","380368_2001",4
"41931","380368_2002",4
"41932","380368_2003",4
"41933","380368_2004",4
"41934","380368_2005",4
"41935","380368_2006",4
"41936","380375_1917",1
"41937","380375_1918",1
"41938","380375_1919",1
"41939","380375_1920",1
"41940","380375_1921",1
"41941","380375_1922",1
"41942","380375_1923",1
"41943","380375_1924",1
"41944","380375_1925",1
"41945","380375_1926",1
"41946","380375_1927",1
"41947","380375_1928",1
"41948","380375_1929",1
"41949","380375_1930",1
"41950","380375_1931",1
"41951","380375_1932",1
"41952","380375_1933",1
"41953","380375_1934",1
"41954","380375_1935",1
"41955","380375_1936",1
"41956","380375_1937",1
"41957","380375_1938",1
"41958","380375_1939",1
"41959","380375_1940",1
"41960","380375_1941",1
"41961","380375_1942",1
"41962","380375_1943",1
"41963","380375_1944",1
"41964","380375_1945",1
"41965","380375_1946",1
"41966","380375_1947",1
"41967","380375_1948",1
"41968","380375_1949",1
"41969","380375_1950",1
"41970","380375_1951",1
"41971","380375_1952",1
"41972","380375_1953",1
"41973","380375_1954",1
"41974","380375_1955",1
"41975","380375_1956",1
"41976","380375_1957",1
"41977","380375_1958",1
"41978","380375_1959",1
"41979","380375_1960",1
"41980","380375_1961",1
"41981","380375_1962",1
"41982","380375_1963",1
"41983","380375_1964",1
"41984","380375_1965",1
"41985","380375_1966",1
"41986","380375_1967",1
"41987","380375_1968",1
"41988","380375_1969",1
"41989","380375_1970",1
"41990","380375_1971",1
"41991","380375_1972",1
"41992","380375_1973",1
"41993","380375_1974",1
"41994","380375_1975",1
"41995","380375_1976",1
"41996","380375_1977",1
"41997","380375_1978",1
"41998","380375_1979",1
"41999","380375_1980",1
"42000","380375_1981",1
"42001","380375_1982",1
"42002","380375_1983",1
"42003","380375_1984",1
"42004","380375_1985",1
"42005","380375_1986",1
"42006","380375_1987",1
"42007","380375_1988",1
"42008","380375_1989",1
"42009","380375_1990",1
"42010","380375_1991",1
"42011","380375_1992",1
"42012","380375_1993",1
"42013","380375_1994",1
"42014","380375_1995",1
"42015","380375_1996",1
"42016","380375_1997",1
"42017","380375_1998",1
"42018","380375_1999",1
"42019","380375_2000",1
"42020","380375_2001",1
"42021","380375_2002",1
"42022","380375_2003",1
"42023","380375_2004",1
"42024","380375_2005",1
"42025","380375_2006",1
"42026","380385_1905",1
"42027","380385_1906",1
"42028","380385_1907",1
"42029","380385_1908",1
"42030","380385_1909",1
"42031","380385_1910",1
"42032","380385_1911",1
"42033","380385_1912",1
"42034","380385_1913",1
"42035","380385_1914",1
"42036","380385_1915",1
"42037","380385_1916",1
"42038","380385_1917",1
"42039","380385_1918",1
"42040","380385_1919",1
"42041","380385_1920",1
"42042","380385_1921",1
"42043","380385_1922",1
"42044","380385_1923",1
"42045","380385_1924",1
"42046","380385_1925",1
"42047","380385_1926",1
"42048","380385_1927",1
"42049","380385_1928",1
"42050","380385_1929",1
"42051","380385_1930",1
"42052","380385_1931",1
"42053","380385_1932",1
"42054","380385_1933",1
"42055","380385_1934",1
"42056","380385_1935",1
"42057","380385_1936",1
"42058","380385_1937",1
"42059","380385_1938",1
"42060","380385_1939",1
"42061","380385_1940",1
"42062","380385_1945",1
"42063","380385_1946",1
"42064","380385_1947",1
"42065","380385_1948",1
"42066","380385_1949",1
"42067","380385_1950",1
"42068","380385_1951",1
"42069","380385_1952",1
"42070","380385_1953",1
"42071","380385_1954",1
"42072","380385_1955",1
"42073","380385_1956",1
"42074","380385_1957",1
"42075","380385_1958",1
"42076","380385_1959",1
"42077","380385_1960",1
"42078","380385_1961",1
"42079","380385_1962",1
"42080","380385_1963",1
"42081","380385_1964",1
"42082","380385_1965",1
"42083","380385_1966",1
"42084","380385_1967",1
"42085","380385_1968",1
"42086","380385_1969",1
"42087","380385_1970",1
"42088","380385_1971",1
"42089","380385_1972",1
"42090","380385_1973",1
"42091","380385_1974",1
"42092","380385_1975",1
"42093","380385_1976",1
"42094","380385_1977",1
"42095","380385_1978",1
"42096","380385_1979",1
"42097","380385_1980",1
"42098","380385_1981",1
"42099","380385_1982",1
"42100","380385_1983",1
"42101","380385_1984",1
"42102","380385_1985",1
"42103","380385_1986",1
"42104","380385_1987",1
"42105","380385_1988",1
"42106","380385_1989",1
"42107","380385_1990",1
"42108","380385_1991",1
"42109","380385_1992",1
"42110","380385_1993",1
"42111","380385_1994",1
"42112","380385_1995",1
"42113","380385_1996",1
"42114","380385_1997",1
"42115","380385_1998",1
"42116","380385_1999",1
"42117","380385_2000",1
"42118","380385_2001",1
"42119","380385_2002",1
"42120","380385_2003",1
"42121","380385_2004",1
"42122","380385_2005",1
"42123","380385_2006",1
"42124","380390_1816",2
"42125","380390_1817",2
"42126","380390_1818",2
"42127","380390_1819",2
"42128","380390_1820",2
"42129","380390_1821",2
"42130","380390_1822",2
"42131","380390_1823",2
"42132","380390_1824",2
"42133","380390_1825",2
"42134","380390_1826",2
"42135","380390_1827",2
"42136","380390_1828",2
"42137","380390_1829",2
"42138","380390_1830",2
"42139","380390_1831",2
"42140","380390_1832",2
"42141","380390_1833",2
"42142","380390_1834",2
"42143","380390_1835",2
"42144","380390_1836",2
"42145","380390_1837",2
"42146","380390_1838",2
"42147","380390_1839",2
"42148","380390_1840",2
"42149","380390_1841",2
"42150","380390_1842",2
"42151","380390_1843",2
"42152","380390_1844",2
"42153","380390_1845",2
"42154","380390_1846",2
"42155","380390_1847",2
"42156","380390_1848",2
"42157","380390_1849",2
"42158","380390_1850",2
"42159","380390_1851",2
"42160","380390_1852",2
"42161","380390_1853",2
"42162","380390_1854",2
"42163","380390_1855",2
"42164","380390_1856",2
"42165","380390_1857",2
"42166","380390_1858",2
"42167","380390_1859",2
"42168","380390_1860",2
"42169","380390_1861",2
"42170","380390_1862",2
"42171","380390_1863",2
"42172","380390_1864",2
"42173","380390_1865",2
"42174","380390_1866",2
"42175","380390_1867",2
"42176","380390_1868",2
"42177","380390_1869",2
"42178","380390_1870",2
"42179","380390_1871",2
"42180","380390_1872",2
"42181","380390_1873",2
"42182","380390_1874",2
"42183","380390_1875",2
"42184","380390_1876",2
"42185","380390_1877",2
"42186","380390_1878",2
"42187","380390_1879",2
"42188","380390_1880",2
"42189","380390_1881",2
"42190","380390_1882",2
"42191","380390_1883",2
"42192","380390_1884",2
"42193","380390_1885",2
"42194","380390_1886",2
"42195","380390_1887",2
"42196","380390_1888",2
"42197","380390_1889",2
"42198","380390_1890",2
"42199","380390_1891",2
"42200","380390_1892",2
"42201","380390_1893",2
"42202","380390_1894",2
"42203","380390_1895",2
"42204","380390_1896",2
"42205","380390_1897",2
"42206","380390_1898",2
"42207","380390_1899",2
"42208","380390_1900",2
"42209","380390_1901",2
"42210","380390_1902",2
"42211","380390_1903",2
"42212","380390_1904",2
"42213","380390_1905",2
"42214","380390_1906",2
"42215","380390_1907",2
"42216","380390_1908",2
"42217","380390_1909",2
"42218","380390_1910",2
"42219","380390_1911",2
"42220","380390_1912",2
"42221","380390_1913",2
"42222","380390_1914",2
"42223","380390_1915",2
"42224","380390_1916",2
"42225","380390_1917",2
"42226","380390_1918",2
"42227","380390_1919",2
"42228","380390_1920",2
"42229","380390_1921",2
"42230","380390_1922",2
"42231","380390_1923",2
"42232","380390_1924",2
"42233","380390_1925",2
"42234","380390_1926",2
"42235","380390_1927",2
"42236","380390_1928",2
"42237","380390_1929",2
"42238","380390_1930",2
"42239","380390_1931",2
"42240","380390_1932",2
"42241","380390_1933",2
"42242","380390_1934",2
"42243","380390_1935",2
"42244","380390_1936",2
"42245","380390_1937",2
"42246","380390_1938",2
"42247","380390_1939",2
"42248","380390_1940",2
"42249","380390_1945",2
"42250","380390_1946",2
"42251","380390_1947",2
"42252","380390_1948",2
"42253","380390_1949",2
"42254","380390_1950",2
"42255","380390_1951",2
"42256","380390_1952",2
"42257","380390_1953",2
"42258","380390_1954",2
"42259","380390_1955",2
"42260","380390_1956",2
"42261","380390_1957",2
"42262","380390_1958",2
"42263","380390_1959",2
"42264","380390_1960",2
"42265","380390_1961",2
"42266","380390_1962",2
"42267","380390_1963",2
"42268","380390_1964",2
"42269","380390_1965",2
"42270","380390_1966",2
"42271","380390_1967",2
"42272","380390_1968",2
"42273","380390_1969",2
"42274","380390_1970",2
"42275","380390_1971",2
"42276","380390_1972",2
"42277","380390_1973",2
"42278","380390_1974",2
"42279","380390_1975",2
"42280","380390_1976",2
"42281","380390_1977",2
"42282","380390_1978",2
"42283","380390_1979",2
"42284","380390_1980",2
"42285","380390_1981",2
"42286","380390_1982",2
"42287","380390_1983",2
"42288","380390_1984",2
"42289","380390_1985",2
"42290","380390_1986",2
"42291","380390_1987",2
"42292","380390_1988",2
"42293","380390_1989",2
"42294","380390_1990",2
"42295","380390_1991",2
"42296","380390_1992",2
"42297","380390_1993",2
"42298","380390_1994",2
"42299","380390_1995",2
"42300","380390_1996",2
"42301","380390_1997",2
"42302","380390_1998",2
"42303","380390_1999",2
"42304","380390_2000",2
"42305","380390_2000",2
"42306","380390_2001",2
"42307","380390_2002",2
"42308","380390_2003",2
"42309","380390_2004",2
"42310","380390_2005",2
"42311","380390_2006",2
"42312","385200_1905",5
"42313","385200_1906",5
"42314","385200_1907",5
"42315","385200_1908",5
"42316","385200_1909",5
"42317","385200_1910",5
"42318","385200_1911",5
"42319","385200_1912",5
"42320","385200_1913",5
"42321","385200_1914",5
"42322","385200_1915",5
"42323","385200_1916",5
"42324","385200_1917",5
"42325","385200_1918",5
"42326","385200_1919",5
"42327","385200_1920",5
"42328","385200_1921",5
"42329","385200_1922",5
"42330","385200_1923",5
"42331","385200_1924",5
"42332","385200_1925",5
"42333","385200_1926",5
"42334","385200_1927",5
"42335","385200_1928",5
"42336","385200_1929",5
"42337","385200_1930",5
"42338","385200_1931",5
"42339","385200_1932",5
"42340","385200_1933",5
"42341","385200_1934",5
"42342","385200_1935",5
"42343","385200_1936",5
"42344","385200_1937",5
"42345","385200_1938",5
"42346","385200_1939",5
"42347","385200_1940",5
"42348","385200_1945",5
"42349","385200_1946",5
"42350","385200_1947",5
"42351","385200_1948",5
"42352","385200_1949",5
"42353","385200_1950",5
"42354","385200_1951",5
"42355","385200_1952",5
"42356","385200_1953",5
"42357","385200_1954",5
"42358","385200_1955",5
"42359","385200_1956",5
"42360","385200_1957",5
"42361","385200_1958",5
"42362","385200_1959",5
"42363","385200_1960",5
"42364","385200_1961",5
"42365","385200_1962",5
"42366","385200_1963",5
"42367","385200_1964",5
"42368","385200_1965",5
"42369","385200_1966",5
"42370","385200_1967",5
"42371","385200_1968",5
"42372","385200_1969",5
"42373","385200_1970",5
"42374","385200_1971",5
"42375","385200_1972",5
"42376","385200_1973",5
"42377","385200_1974",5
"42378","385200_1975",5
"42379","385200_1976",5
"42380","385200_1977",5
"42381","385200_1978",5
"42382","385200_1979",5
"42383","385200_1980",5
"42384","385200_1981",5
"42385","385200_1982",5
"42386","385200_1983",5
"42387","385200_1984",5
"42388","385200_1985",5
"42389","385200_1986",5
"42390","385200_1987",5
"42391","385200_1988",5
"42392","385200_1989",5
"42393","385200_1990",5
"42394","385200_1991",5
"42395","385200_1992",5
"42396","385200_1993",5
"42397","385200_1994",5
"42398","385200_1995",5
"42399","385200_1996",5
"42400","385200_1997",5
"42401","385200_1998",5
"42402","385200_1999",5
"42403","385200_2000",5
"42404","385200_2001",5
"42405","385200_2002",5
"42406","385200_2003",5
"42407","385200_2004",5
"42408","385200_2005",5
"42409","385200_2006",5
"42410","385210_1905",5
"42411","385210_1906",5
"42412","385210_1907",5
"42413","385210_1908",5
"42414","385210_1909",5
"42415","385210_1910",5
"42416","385210_1911",5
"42417","385210_1912",5
"42418","385210_1913",5
"42419","385210_1914",5
"42420","385210_1915",5
"42421","385210_1916",5
"42422","385210_1917",5
"42423","385210_1918",5
"42424","385210_1919",5
"42425","385210_1920",5
"42426","385210_1921",5
"42427","385210_1922",5
"42428","385210_1923",5
"42429","385210_1924",5
"42430","385210_1925",5
"42431","385210_1926",5
"42432","385210_1927",5
"42433","385210_1928",5
"42434","385210_1929",5
"42435","385210_1930",5
"42436","385210_1931",5
"42437","385210_1932",5
"42438","385210_1933",5
"42439","385210_1934",5
"42440","385210_1935",5
"42441","385210_1936",5
"42442","385210_1937",5
"42443","385210_1938",5
"42444","385210_1939",5
"42445","385210_1940",5
"42446","385210_1945",5
"42447","385210_1946",5
"42448","385210_1947",5
"42449","385210_1948",5
"42450","385210_1949",5
"42451","385210_1950",5
"42452","385210_1951",5
"42453","385210_1952",5
"42454","385210_1953",5
"42455","385210_1954",5
"42456","385210_1955",5
"42457","385210_1956",5
"42458","385210_1957",5
"42459","385210_1958",5
"42460","385210_1959",5
"42461","385210_1960",5
"42462","385210_1961",5
"42463","385210_1962",5
"42464","385210_1963",5
"42465","385210_1964",5
"42466","385210_1965",5
"42467","385210_1966",5
"42468","385210_1967",5
"42469","385210_1968",5
"42470","385210_1969",5
"42471","385210_1970",5
"42472","385210_1971",5
"42473","385210_1972",5
"42474","385210_1973",5
"42475","385210_1974",5
"42476","385210_1975",5
"42477","385210_1976",5
"42478","385210_1977",5
"42479","385210_1978",5
"42480","385210_1979",5
"42481","385210_1980",5
"42482","385210_1981",5
"42483","385210_1982",5
"42484","385210_1983",5
"42485","385210_1984",5
"42486","385210_1985",5
"42487","385210_1986",5
"42488","385210_1987",5
"42489","385210_1988",5
"42490","385210_1989",5
"42491","385210_1990",5
"42492","385210_1991",5
"42493","385210_1992",5
"42494","385210_1993",5
"42495","385210_1994",5
"42496","385210_1995",5
"42497","385210_1996",5
"42498","385210_1997",5
"42499","385210_1998",5
"42500","385210_1999",5
"42501","385210_2000",5
"42502","385210_2001",5
"42503","385210_2002",5
"42504","385210_2003",5
"42505","385210_2004",5
"42506","385210_2005",5
"42507","385210_2006",5
"42508","385255_1905",5
"42509","385255_1906",5
"42510","385255_1907",5
"42511","385255_1908",5
"42512","385255_1909",5
"42513","385255_1910",5
"42514","385255_1911",5
"42515","385255_1912",5
"42516","385255_1913",5
"42517","385255_1914",5
"42518","385255_1915",5
"42519","385255_1916",5
"42520","385255_1917",5
"42521","385255_1918",5
"42522","385255_1919",5
"42523","385255_1920",5
"42524","385255_1921",5
"42525","385255_1922",5
"42526","385255_1923",5
"42527","385255_1924",5
"42528","385255_1925",5
"42529","385255_1926",5
"42530","385255_1927",5
"42531","385255_1928",5
"42532","385255_1929",5
"42533","385255_1930",5
"42534","385255_1931",5
"42535","385255_1932",5
"42536","385255_1933",5
"42537","385255_1934",5
"42538","385255_1935",5
"42539","385255_1936",5
"42540","385255_1937",5
"42541","385255_1938",5
"42542","385255_1939",5
"42543","385255_1940",5
"42544","385255_1990",5
"42545","385255_1991",5
"42546","385255_1992",5
"42547","385255_1993",5
"42548","385255_1994",5
"42549","385255_1995",5
"42550","385255_1996",5
"42551","385255_1997",5
"42552","385255_1998",5
"42553","385255_1999",5
"42554","385255_2000",5
"42555","385255_2001",5
"42556","385255_2002",5
"42557","385255_2003",5
"42558","385255_2004",5
"42559","385255_2005",5
"42560","385255_2006",5
"42561","385260_1955",5
"42562","385260_1956",5
"42563","385260_1957",5
"42564","385260_1958",5
"42565","385260_1959",5
"42566","385260_1960",5
"42567","385260_1961",5
"42568","385260_1962",5
"42569","385260_1963",5
"42570","385260_1964",5
"42571","385260_1965",5
"42572","385260_1966",5
"42573","385260_1967",5
"42574","385260_1968",5
"42575","385260_1969",5
"42576","385260_1970",5
"42577","385260_1971",5
"42578","385260_1972",5
"42579","385260_1973",5
"42580","385260_1974",5
"42581","385260_1975",5
"42582","385260_1976",5
"42583","385260_1977",5
"42584","385260_1978",5
"42585","385260_1979",5
"42586","385260_1980",5
"42587","385260_1981",5
"42588","385260_1982",5
"42589","385260_1983",5
"42590","385260_1984",5
"42591","385260_1985",5
"42592","385260_1986",5
"42593","385260_1987",5
