region,claimdy,claim,name,dyadnum,chal,tgt,dyad,begclaim,endclaim,resolved,endviol,icowsal,icowsalc,salchal,saltgt,saltan,salint,salintc,salintt,midsiss,midsfat,warsiss,version
1,201,2,"Passamaquoddy Bay",1,2,200,2200,181601,181711,4,0,3,1,2,1,0,3,2,1,0,0,0,1.01
1,401,4,"St. Croix-St. John Rivers",1,2,200,2200,181601,184210,4,0,5,2,3,2,2,3,2,1,1,0,0,1.01
1,501,5,"Machias Seal Island",1,2,20,2020,197108,200199,-9,-9,5,2,2,3,2,3,1,2,0,0,0,1.01
1,601,6,"49th Parallel",1,2,200,2200,181601,181810,4,0,1,1,1,0,0,1,1,0,0,0,0,1.01
1,801,8,"Oregon Country",1,2,200,2200,181601,184607,4,0,7,2,4,3,4,3,2,1,1,0,0,1.01
1,802,8,"Oregon Country",2,2,230,2230,181601,182102,4,0,4,1,3,1,2,2,2,0,0,0,0,1.01
1,803,8,"Oregon Country",3,230,200,200230,181601,182102,2,0,3,1,1,2,2,1,0,1,0,0,0,1.01
1,804,8,"San Juan Islands",4,2,200,2200,184607,187210,12,0,7,2,4,3,4,3,2,1,0,0,0,1.01
1,1001,10,"Alaska",1,365,200,200365,182109,186703,2,0,7,2,3,4,6,1,0,1,0,0,0,1.01
1,1002,10,"Alaska",2,2,365,2365,182202,186703,4,0,7,2,3,4,6,1,0,1,0,0,0,1.01
1,1003,10,"Alaska",3,200,2,2200,187208,190310,4,0,7,2,3,4,6,1,0,1,2,0,0,1.01
1,1101,11,"Wrangel Island",1,20,2,2020,192205,192407,2,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,1102,11,"Wrangel Island",2,20,365,20365,192205,192407,2,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,1201,12,"Labrador",1,20,200,20200,192001,192703,12,0,6,2,3,3,4,2,1,1,0,0,0,1.01
1,1401,14,"Florida",1,2,230,2230,181601,182102,4,0,6,2,3,3,4,2,1,1,1,1,0,1.01
1,1601,16,"Texas",1,2,230,2230,181601,182102,4,0,9,3,5,4,6,3,2,1,0,0,0,1.01
1,1602,16,"Texas",2,2,70,2070,183101,184805,4,1,10,3,5,5,6,4,2,2,2,1,1,1.01
1,1801,18,"Mesilla Valley",1,2,70,2070,185012,185406,4,0,3,1,1,2,0,3,1,2,1,0,0,1.01
1,2001,20,"Morteritos & Sabinitos",1,70,2,2070,188400,188400,2,0,2,1,1,1,0,2,1,1,0,0,0,1.01
1,2201,22,"Rio Grande Bancos",1,70,2,2070,188411,197200,4,0,4,1,2,2,0,4,2,2,0,0,0,1.01
1,2202,22,"El Chamizal",2,70,2,2070,189509,196312,4,0,7,2,3,4,2,5,2,3,0,0,0,1.01
1,2601,26,"California & New Mexico",1,2,70,2070,183501,184802,4,1,7,2,3,4,4,3,1,2,2,1,1,1.01
1,2801,28,"Fort Ross",1,230,365,230365,181601,182109,5,0,8,3,4,4,6,2,1,1,0,0,0,1.01
1,2802,28,"Fort Ross",2,70,365,70365,183101,184112,8,0,7,2,4,3,4,3,2,1,0,0,0,1.01
1,3001,30,"Baja California & Sonora",1,2,70,2070,184701,186512,1,0,9,3,4,5,6,3,1,2,0,0,0,1.01
1,3201,32,"Ellesmere Island",1,20,2,2020,192201,192609,8,0,4,1,3,1,2,2,2,0,0,0,0,1.01
1,3401,34,"Sverdrup Islands",1,20,385,20385,192201,193008,4,0,1,1,1,0,0,1,1,0,0,0,0,1.01
1,3601,36,"Hans Island",1,20,390,20390,197101,200199,-9,-9,4,1,2,2,2,2,1,1,0,0,0,1.01
1,3801,38,"Eastern Greenland",1,385,390,385390,192107,193304,12,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,4001,40,"Cuba",1,2,230,2230,184805,189812,4,1,8,3,4,4,6,2,1,1,1,1,1,1.01
1,4201,42,"Isla de Pinos (Isle of Pines)",1,2,40,2040,190901,192503,4,0,4,1,1,3,2,2,0,2,0,0,0,1.01
1,4401,44,"Guantanamo Bay",1,40,2,2040,196009,200199,-9,-9,7,2,4,3,4,3,2,1,0,0,0,1.01
1,4601,46,"Navassa Island",1,41,2,2041,185901,191412,6,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,4602,46,"Navassa Island",2,41,2,2041,193501,200199,-9,-9,2,1,1,1,0,2,1,1,0,0,0,1.01
1,4801,48,"Mole St. Nicholas",1,2,41,2041,188903,191507,1,0,6,2,2,4,4,2,0,2,1,0,0,1.01
1,5001,50,"Samana Bay",1,2,42,2042,189401,190404,1,0,6,2,2,4,4,2,0,2,0,0,0,1.01
1,5201,52,"Virgin Islands",1,2,390,2390,186501,191703,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
1,5401,54,"Rio Massacre",1,41,42,41042,189401,191507,6,0,2,1,1,1,0,2,1,1,1,0,0,1.01
1,5402,54,"Rio Massacre",2,41,42,41042,193408,193502,4,0,2,1,1,1,0,2,1,1,0,0,0,1.01
1,5601,56,"Quita Sueno-Roncador-Serrana",1,100,2,2100,189012,197209,4,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,5602,56,"Quita Sueno-Roncador-Serrana",2,93,2,2093,190001,192803,1,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,5603,56,"Quita Sueno-Roncador-Serrana",3,93,100,93100,190001,192803,4,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,5604,56,"Quita Sueno-Roncador-Serrana",4,93,100,93100,197912,200199,-9,-9,5,2,2,3,2,3,1,2,0,0,0,1.01
1,5605,56,"Quita Sueno-Roncador-Serrana",5,91,2,2091,189901,192804,1,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,5606,56,"Quita Sueno-Roncador-Serrana",6,91,100,91100,189901,192804,1,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,5701,57,"Serranilla Bank & Bajo Nuevo",1,91,100,91100,198201,198608,4,0,5,2,2,3,2,3,1,2,0,0,0,1.01
1,5801,58,"San Andres y Providencia",1,93,100,93100,190001,193005,4,0,7,2,3,4,4,3,1,2,1,0,0,1.01
1,5802,58,"San Andres y Providencia",2,93,100,93100,197912,200199,-9,-9,7,2,3,4,4,3,1,2,3,0,0,1.01
1,6001,60,"Clipperton Island",1,70,220,70220,189712,193401,12,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,6201,62,"Rio Hondo",1,70,200,70200,183101,189704,4,0,3,1,2,1,2,1,1,0,0,0,0,1.01
1,6401,64,"Chiapas",1,90,70,70090,186801,188209,4,0,6,2,3,3,2,4,2,2,0,0,0,1.01
1,6601,66,"Belize",1,90,200,90200,186801,198109,5,0,9,3,4,5,6,3,1,2,3,0,0,1.01
1,6602,66,"Belize",2,90,80,80090,198109,200199,-9,-9,10,3,4,6,6,4,1,3,5,0,0,1.01
1,6801,68,"Ranguana & Sapodilla (Zapotillo)",1,90,200,90200,198103,198109,5,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,6802,68,"Ranguana & Sapodilla (Zapotillo)",2,90,80,80090,198109,200199,-9,-9,7,2,3,4,4,3,1,2,0,0,0,1.01
1,6803,68,"Ranguana & Sapodilla (Zapotillo)",3,91,200,91200,198103,198109,5,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,6804,68,"Ranguana & Sapodilla (Zapotillo)",4,91,80,80091,198109,200199,-9,-9,7,2,3,4,4,3,1,2,0,0,0,1.01
1,6805,68,"Ranguana & Sapodilla (Zapotillo)",5,91,90,90091,198109,200199,-9,-9,6,2,3,3,4,2,1,1,0,0,0,1.01
1,7001,70,"Mosquito Coast",1,100,200,100200,183101,186008,9,0,8,3,4,4,6,2,1,1,0,0,0,1.01
1,7002,70,"Mosquito Coast",2,100,93,93100,190001,192803,4,0,5,2,2,3,2,3,1,2,0,0,0,1.01
1,7201,72,"Rio Motagua",1,91,90,90091,189901,193301,12,0,6,2,3,3,2,4,2,2,2,1,0,1.01
1,7401,74,"Cordillera Monte Cristo",1,90,92,90092,193508,193804,4,0,2,1,1,1,0,2,1,1,1,1,0,1.01
1,7601,76,"Bolsones",1,92,91,91092,189901,199209,12,0,6,2,3,3,2,4,2,2,2,1,1,1.01
1,7801,78,"Gulf of Fonseca Islands",1,92,91,91092,189901,199209,12,0,7,2,3,4,4,3,1,2,0,0,0,1.01
1,7802,78,"Conejo Island",2,92,91,91092,200004,200199,-9,-9,5,2,2,3,2,3,1,2,0,0,0,1.01
1,8001,80,"Teotecacinte",1,93,91,91093,190001,190612,12,0,6,2,3,3,2,4,2,2,0,0,0,1.01
1,8002,80,"Teotecacinte",2,93,91,91093,191203,196108,12,0,8,3,4,4,4,4,2,2,2,0,0,1.01
1,8101,81,"Cayo Sur - Media Luna",1,93,91,91093,199806,200199,-9,-9,5,2,2,3,2,3,1,2,1,0,0,1.01
1,8201,82,"Swan Islands",1,91,2,2091,192105,197209,4,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,8401,84,"Mangles (Corn) Islands",1,100,93,93100,190001,192803,4,0,5,2,2,3,2,3,1,2,0,0,0,1.01
1,8402,84,"Mangles (Corn) Islands",2,93,2,2093,196501,197102,4,0,5,2,3,2,2,3,2,1,0,0,0,1.01
1,8501,85,"Nicaragua Canal",1,2,93,2093,190001,191606,4,0,6,2,2,4,4,2,0,2,0,0,0,1.01
1,8601,86,"Rio Sixaola y Rio Coto",1,94,95,94095,192001,194105,4,0,6,2,3,3,2,4,2,2,1,1,0,1.01
1,8801,88,"Jurado",1,95,100,95100,192001,193806,4,0,4,1,2,2,0,4,2,2,0,0,0,1.01
1,9001,90,"Canal Zone",1,2,100,2100,190103,190311,5,0,6,2,2,4,4,2,0,2,0,0,0,1.01
1,9002,90,"Canal Zone",2,100,2,2100,190311,192203,4,0,7,2,3,4,4,3,1,2,0,0,0,1.01
1,9003,90,"Canal Zone",3,95,2,2095,192302,197910,4,0,8,3,4,4,4,4,2,2,0,0,0,1.01
1,10001,100,"Goajira-Guainia",1,101,100,100101,184101,192203,12,0,8,3,4,4,4,4,2,2,1,1,0,1.01
1,10201,102,"Los Monjes",1,100,101,100101,195104,200199,-9,-9,7,2,3,4,4,3,1,2,3,0,0,1.01
1,10401,104,"Oriente-Aguarico",1,130,100,100130,185401,191907,4,0,6,2,3,3,2,4,2,2,1,0,0,1.01
1,10601,106,"Loreto",1,135,100,100135,183901,192203,4,0,8,3,4,4,4,4,2,2,5,2,0,1.01
1,10602,106,"Leticia",2,135,100,100135,193209,193509,13,1,8,3,4,4,2,6,3,3,2,1,0,1.01
1,10801,108,"Apaporis",1,140,100,100140,183101,192811,13,0,6,2,3,3,2,4,2,2,0,0,0,1.01
1,11001,110,"Aves (Bird) Island",1,101,210,101210,185403,186605,12,0,4,1,3,1,2,2,2,0,2,0,0,1.01
1,11201,112,"Essequibo",1,101,200,101200,184101,189910,13,0,6,2,3,3,4,2,1,1,2,0,0,1.01
1,11202,112,"Essequibo",2,101,200,101200,195100,196605,5,0,6,2,3,3,4,2,1,1,0,0,0,1.01
1,11203,112,"Essequibo",3,101,110,101110,196605,200199,-9,-9,7,2,3,4,4,3,1,2,7,0,0,1.01
1,11401,114,"Patos Island",1,101,200,101200,185905,194202,4,0,7,2,4,3,4,3,2,1,2,0,0,1.01
1,11601,116,"Amazonas",1,101,140,101140,184101,192807,4,0,6,2,3,3,4,2,1,1,0,0,0,1.01
1,11801,118,"Los Roques",1,210,101,101210,185000,185604,1,0,2,1,0,2,0,2,0,2,0,0,0,1.01
1,12001,120,"Corentyn/New River Triangle",1,210,200,200210,181601,196605,5,0,6,2,3,3,4,2,1,1,0,0,0,1.01
1,12002,120,"Corentyn/New River Triangle",2,210,110,110210,196605,197511,5,0,7,2,3,4,4,3,1,2,0,0,0,1.01
1,12003,120,"Corentyn/New River Triangle",3,115,110,110115,197511,200199,-9,-9,8,3,4,4,4,4,2,2,2,0,0,1.01
1,12201,122,"Pirara",1,140,200,140200,183808,192604,12,0,2,1,2,0,0,2,2,0,3,0,0,1.01
1,12401,124,"Maroni",1,210,220,210220,184900,197511,5,0,6,2,3,3,4,2,1,1,0,0,0,1.01
1,12402,124,"Maroni",2,115,220,115220,197511,200199,-9,-9,7,2,4,3,4,3,2,1,0,0,0,1.01
1,12601,126,"Tumuc-Humac",1,140,210,140210,185200,190605,4,0,1,1,1,0,0,1,1,0,0,0,0,1.01
1,12801,128,"Amapa",1,235,220,220235,181601,182207,5,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,12802,128,"Amapa",2,220,140,140220,182601,190012,12,0,5,2,2,3,2,3,1,2,2,1,0,1.01
1,13001,130,"Oriente-Mainas",1,130,135,130135,185401,194503,7,1,10,3,5,5,6,4,2,2,16,6,0,1.01
1,13002,130,"Cordillera del Condor",2,130,135,130135,194702,199810,12,1,8,3,4,4,4,4,2,2,13,5,0,1.01
1,13101,131,"Galapagos Islands",1,2,130,2130,185409,185501,2,0,6,2,2,4,4,2,0,2,0,0,0,1.01
1,13102,131,"Galapagos Islands",2,2,130,2130,189208,190601,2,0,6,2,2,4,4,2,0,2,0,0,0,1.01
1,13201,132,"Amazonas-Caqueta",1,130,140,130140,185401,190405,4,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,13202,132,"Amazonas-Ica",2,140,130,130140,190405,192203,11,0,4,1,2,2,2,2,1,1,0,0,0,1.01
1,13401,134,"Chincha Islands",1,230,135,135230,186404,186605,1,0,7,2,3,4,4,3,1,2,2,1,1,1.01
1,13601,136,"Acre",1,135,140,135140,183901,190909,13,0,8,3,4,4,4,4,2,2,1,1,0,1.01
1,13602,136,"Acre",2,135,145,135145,184801,191205,4,0,8,3,4,4,4,4,2,2,3,1,0,1.01
1,13603,136,"Acre",3,140,145,140145,184801,190911,4,1,8,3,4,4,4,4,2,2,1,0,0,1.01
1,14401,144,"Apa",1,150,140,140150,184601,187006,4,1,8,3,4,4,4,4,2,2,5,1,1,1.01
1,14402,144,"Rio Paraguay Border",2,150,140,140150,187606,192910,4,0,4,1,2,2,0,4,2,2,1,1,0,1.01
1,14601,146,"Misiones",1,160,140,140160,184101,189510,12,0,6,2,3,3,2,4,2,2,1,0,0,1.01
1,14801,148,"Yaguaron",1,165,140,140165,188201,200199,-9,-9,4,1,2,2,0,4,2,2,0,0,0,1.01
1,15001,150,"Trindade Island",1,140,200,140200,182601,189612,13,0,2,1,2,0,0,2,2,0,1,0,0,1.01
1,15201,152,"Chaco Boreal",1,145,150,145150,187812,193810,13,1,10,3,5,5,6,4,2,2,19,5,1,1.01
1,15401,154,"Antofagasta",1,155,145,145155,184801,188404,7,1,9,3,4,5,6,3,1,2,5,1,1,1.01
1,15402,154,"Antofagasta",2,145,155,145155,188404,200199,-9,-9,10,3,5,5,6,4,2,2,2,1,0,1.01
1,15403,154,"Tacna-Arica",3,155,135,135155,187904,188403,7,1,9,3,4,5,6,3,1,2,2,1,1,1.01
1,15404,154,"Tacna-Arica",4,135,155,135155,188403,192906,13,0,10,3,5,5,6,4,2,2,3,2,0,1.01
1,15405,154,"Tacna-Arica",5,145,135,135145,188312,193609,4,0,9,3,4,5,6,3,1,2,0,0,0,1.01
1,15601,156,"Puna de Atacama",1,160,145,145160,184801,194102,4,0,5,2,2,3,2,3,1,2,1,0,0,1.01
1,15602,156,"Los Andes",2,155,160,155160,189604,190405,12,0,2,1,1,1,0,2,1,1,1,0,0,1.01
1,15801,158,"Chaco Central",1,160,150,150160,184601,187811,12,0,6,2,3,3,2,4,2,2,1,1,1,1.01
1,16001,160,"Patagonia",1,155,160,155160,184101,190301,12,0,10,3,5,5,6,4,2,2,8,2,0,1.01
1,16401,164,"Beagle Channel",1,160,155,155160,190401,198505,13,0,6,2,3,3,4,2,1,1,19,1,0,1.01
1,16601,166,"Palena/Continental Glaciers",1,155,160,155160,190301,199812,4,0,6,2,3,3,2,4,2,2,0,0,0,1.01
1,16801,168,"Rio de La Plata",1,160,165,160165,188201,197312,4,0,7,2,4,3,4,3,2,1,3,0,0,1.01
1,17001,170,"Falkland (Malvinas) Is. & Dependencies",1,160,200,160200,184101,200199,-9,-9,10,3,5,5,6,4,2,2,4,1,1,1.01
2,20001,200,"Northern Ireland",1,205,200,200205,192212,199805,13,0,10,3,5,5,6,4,2,2,0,0,0,1.01
2,20201,202,"Treaty Ports",1,205,200,200205,192704,193804,4,0,6,2,3,3,4,2,1,1,0,0,0,1.01
2,20401,204,"Ecrehos & Minquiers",1,220,200,200220,188612,195311,12,0,6,2,3,3,2,4,2,2,0,0,0,1.01
2,20601,206,"Gibraltar",1,230,200,200230,181601,200199,-9,-9,7,2,4,3,4,3,2,1,3,0,0,1.01
2,20801,208,"Limburg",1,210,211,210211,183012,183904,13,0,11,3,5,6,6,5,2,3,2,2,0,1.01
2,20802,208,"Limburg & Zeeland Flanders",2,211,210,210211,191812,192008,1,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,21001,210,"Baarle Enclaves",1,210,211,210211,192210,194005,6,0,6,2,3,3,2,4,2,2,0,0,0,1.01
2,21002,210,"Baarle Enclaves",2,210,211,210211,194506,195906,12,0,6,2,3,3,2,4,2,2,0,0,0,1.01
2,21201,212,"Elten & Tudderen",1,260,210,210260,195505,196302,4,0,8,3,4,4,2,6,3,3,0,0,0,1.01
2,21401,214,"Belgium",1,220,211,211220,186608,186704,1,0,12,3,6,6,6,6,3,3,0,0,0,1.01
2,21601,216,"Neutral Moresnet (Altenberg)",1,255,211,211255,184101,191906,14,0,8,3,4,4,4,4,2,2,0,0,0,1.01
2,21801,218,"Eupen & Malmedy",1,211,255,211255,191706,191908,14,1,10,3,4,6,6,4,1,3,0,0,0,1.01
2,21802,218,"Eupen & Malmedy",2,255,211,211255,191908,194005,7,1,11,3,6,5,6,5,3,2,0,0,0,1.01
2,22001,220,"Luxembourg",1,210,211,210211,183012,183904,13,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,22002,220,"Luxembourg",2,220,210,210220,186607,186705,13,0,10,3,5,5,6,4,2,2,0,0,0,1.01
2,22201,222,"Vallee des Dappes",1,220,225,220225,181601,186212,4,0,6,2,3,3,2,4,2,2,0,0,0,1.01
2,22401,224,"Alsace-Lorraine",1,255,220,220255,187008,187105,7,1,12,3,6,6,6,6,3,3,2,1,1,1.01
2,22402,224,"Alsace-Lorraine",2,220,255,220255,187512,191906,14,1,12,3,6,6,6,6,3,3,1,1,1,1.01
2,22601,226,"Prussian Rheinprovinz",1,220,255,220255,184911,187105,1,0,11,3,5,6,6,5,2,3,1,0,0,1.01
2,22602,226,"Bavarian Palatinate (Pfalz)",2,220,245,220245,184911,187101,1,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,22603,226,"Rheinhessen",3,220,275,220275,184911,186704,1,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,22604,226,"Saar (Sarre)",4,220,255,220255,191701,192001,7,1,11,3,5,6,6,5,2,3,0,0,0,1.01
2,22605,226,"Saar (Sarre)",5,255,220,220255,192001,193502,10,0,11,3,6,5,6,5,3,2,0,0,0,1.01
2,22606,226,"Saar (Sarre)",6,260,220,220260,195505,195701,10,0,11,3,6,5,6,5,3,2,0,0,0,1.01
2,22801,228,"Jussy",1,225,325,225325,181601,181603,4,0,7,2,3,4,4,3,1,2,0,0,0,1.01
2,23001,230,"Savoy & Nice",1,220,325,220325,184803,186003,4,0,10,3,5,5,4,6,3,3,0,0,0,1.01
2,23002,230,"Savoy & Nice",2,325,220,220325,193811,194211,1,0,10,3,5,5,4,6,3,3,2,1,1,1.01
2,23003,230,"Upper Savoy (Haute Savoie)",3,225,325,225325,185906,186003,11,0,8,3,3,5,4,4,1,3,0,0,0,1.01
2,23004,230,"Upper Savoy (Haute Savoie)",4,225,220,220225,186003,186012,1,0,8,3,3,5,4,4,1,3,0,0,0,1.01
2,23201,232,"Corsica",1,325,220,220325,193811,194211,1,0,12,3,6,6,6,6,3,3,2,1,1,1.01
2,23401,234,"Val d'Aosta-Briga-Tenda",1,220,325,220325,194504,194702,14,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,23601,236,"Neuchatel",1,225,255,225255,184803,185705,13,0,6,2,4,2,2,4,3,1,1,0,0,1.01
2,23801,238,"Kulmbach-Gersfeld-Orb",1,255,245,245255,186607,186608,4,0,7,2,4,3,2,5,3,2,0,0,0,1.01
2,24001,240,"Badenese Corridor",1,245,267,245267,181601,183401,1,0,8,3,4,4,4,4,2,2,0,0,0,1.01
2,24002,240,"Germersheim Frontage",2,245,267,245267,183810,184004,1,0,7,2,3,4,4,3,1,2,0,0,0,1.01
2,24003,240,"Badenese Corridor",3,245,267,245267,187010,187010,1,0,8,3,4,4,4,4,2,2,0,0,0,1.01
2,24201,242,"Salzburg",1,300,245,245300,181601,181604,4,0,10,3,5,5,6,4,2,2,0,0,0,1.01
2,24401,244,"Leipzig-Bautzen",1,255,269,255269,186607,186608,1,0,7,2,3,4,4,3,1,2,0,0,0,1.01
2,24601,246,"Hohenzollern",1,271,255,255271,187011,187011,1,0,8,3,3,5,4,4,1,3,0,0,0,1.01
2,24801,248,"Homburg-Upper Hesse",1,255,275,255275,186607,186609,4,0,5,2,2,3,2,3,1,2,0,0,0,1.01
2,25001,250,"Heligoland (Helgoland)",1,255,200,200255,188401,189007,4,0,8,3,4,4,4,4,2,2,0,0,0,1.01
2,25201,252,"Schleswig-Holstein",1,255,390,255390,186401,186410,7,1,11,3,5,6,6,5,2,3,1,1,1,1.01
2,25202,252,"Schleswig-Holstein",2,255,300,255300,186411,186608,4,0,10,3,6,4,6,4,3,1,1,1,1,1.01
2,25203,252,"North Schleswig (Nord Slesvig)",3,390,255,255390,191901,192004,10,0,10,3,5,5,4,6,3,3,0,0,0,1.01
2,25401,254,"German Reunification",1,260,265,260265,195505,197212,13,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,25601,256,"West Berlin",1,365,2,2365,194803,197109,13,0,5,2,2,3,4,1,0,1,4,0,0,1.01
2,25602,256,"West Berlin",2,265,260,260265,195805,197212,13,0,9,3,4,5,4,5,2,3,2,1,0,1.01
2,25801,258,"Lombardy-Venetia",1,325,300,300325,184803,186610,7,1,9,3,5,4,6,3,2,1,3,3,3,1.01
2,26001,260,"Papal States",1,325,327,325327,185805,186010,7,1,7,2,3,4,2,5,2,3,1,1,1,1.01
2,26201,262,"Modena",1,325,332,325332,184803,186003,10,0,6,2,3,3,2,4,2,2,0,0,0,1.01
2,26401,264,"Parma",1,325,335,325335,185101,186003,10,0,6,2,3,3,2,4,2,2,0,0,0,1.01
2,26601,266,"Trentino-Alto Adige (South Tyrol)",1,325,300,300325,186606,191811,7,1,11,3,5,6,6,5,2,3,2,1,1,1.01
2,26801,268,"Graham Island (Ferdinandea)",1,329,200,200329,183108,183112,11,0,3,1,2,1,2,1,1,0,0,0,0,1.01
2,27001,270,"Finnmark/Varangerfjord",1,365,380,365380,185106,185511,1,0,8,3,3,5,4,4,1,3,0,0,0,1.01
2,27201,272,"Spitsbergen (Svalbard)",1,365,385,365385,194505,194702,1,0,9,3,4,5,6,3,1,2,0,0,0,1.01
2,27401,274,"Aland (Aaland) Islands",1,380,365,365380,185407,185603,1,0,11,3,6,5,6,5,3,2,0,0,0,1.01
2,27402,274,"Aland (Aaland) Islands",2,380,375,375380,191802,192106,12,0,12,3,6,6,6,6,3,3,0,0,0,1.01
2,27601,276,"Finland",1,380,365,365380,185407,185603,1,0,11,3,6,5,6,5,3,2,0,0,0,1.01
2,27801,278,"Karelia & Petsamo",1,375,365,365375,191804,192010,4,0,8,3,4,4,4,4,2,2,1,1,0,1.01
2,27802,278,"Karelia & Petsamo",2,365,375,365375,193808,194003,13,1,11,3,5,6,6,5,2,3,1,1,1,1.01
2,27803,278,"Karelia & Petsamo",3,375,365,365375,194105,194409,1,1,11,3,6,5,6,5,3,2,1,1,1,1.01
2,27804,278,"Karelia & Petsamo",4,365,375,365375,194112,194409,4,1,11,3,5,6,6,5,2,3,1,1,1,1.01
2,27805,278,"Karelia & Petsamo",5,375,365,365375,194509,194702,14,0,11,3,6,5,6,5,3,2,0,0,0,1.01
2,28001,280,"Upper Silesia (Oberschlesien)",1,290,255,255290,191811,192110,14,0,9,3,4,5,4,5,2,3,2,2,0,1.01
2,28201,282,"Allenstein & Marienwerder",1,290,255,255290,191811,192007,10,0,10,3,5,5,4,6,3,3,0,0,0,1.01
2,28401,284,"Danzig (Gdansk)",1,290,255,255290,191811,191906,14,0,10,3,5,5,4,6,3,3,0,0,0,1.01
2,28402,284,"Western Poland (Danzig-Corridor-Upper Silesia)",2,255,290,255290,192412,193909,7,1,10,3,5,5,4,6,3,3,1,1,1,1.01
2,28403,284,"Western Poland (Danzig-Pomerania-Upper Silesia)",3,260,290,260290,195505,197205,4,0,12,3,6,6,6,6,3,3,0,0,0,1.01
2,28601,286,"Teschen",1,315,290,290315,191811,192007,14,1,11,3,5,6,6,5,2,3,1,1,0,1.01
2,28602,286,"Czech Teschen",2,290,315,290315,192009,193810,7,1,12,3,6,6,6,6,3,3,1,0,0,1.01
2,28603,286,"Czech Teschen",3,290,315,290315,194506,195801,4,0,12,3,6,6,6,6,3,3,0,0,0,1.01
2,28701,287,"Orawa (Orava)",1,290,315,290315,191811,192007,14,0,7,2,3,4,2,5,2,3,0,0,0,1.01
2,28801,288,"Spisz (Spis)",1,290,315,290315,191811,192405,12,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,29001,290,"Eastern Galicia",1,365,300,300365,191407,191711,1,0,7,2,3,4,4,3,1,2,1,1,1,1.01
2,29002,290,"Eastern Galicia",2,290,365,290365,191811,192303,7,1,9,3,5,4,4,5,3,2,1,1,1,1.01
2,29101,291,"Belz/Sokal/Bug River Exchange",1,365,290,290365,195006,195102,4,0,8,3,3,5,4,4,1,3,0,0,0,1.01
2,29201,292,"Eastern Poland (Belarus-Ukraine)",1,290,365,290365,191901,192103,4,1,11,3,6,5,6,5,3,2,1,1,1,1.01
2,29202,292,"Eastern Poland (Belarus-Ukraine)",2,365,290,290365,193907,193909,7,1,12,3,6,6,6,6,3,3,2,2,1,1.01
2,29401,294,"Konigsberg/East Prussia",1,365,255,255365,194311,194505,7,1,8,3,3,5,4,4,1,3,1,1,1,1.01
2,29402,294,"Kaliningrad (Konigsberg)/East Prussia",2,260,365,260365,195505,197205,4,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,29601,296,"Vilna (Vilnius)",1,290,368,290368,191902,192203,7,1,10,3,5,5,4,6,3,3,3,3,1,1.01
2,29602,296,"Vilna (Vilnius)",2,368,290,290368,192203,193909,6,0,10,3,5,5,4,6,3,3,1,1,0,1.01
2,29801,298,"Memel (Klaipeda)",1,290,255,255290,191901,191906,9,0,8,3,3,5,4,4,1,3,0,0,0,1.01
2,29802,298,"Memel (Klaipeda)",2,368,255,255368,191901,191906,11,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,29803,298,"Memel (Klaipeda)",3,255,368,255368,193803,193903,4,1,10,3,5,5,4,6,3,3,1,0,0,1.01
2,30001,300,"Estonia",1,365,366,365366,191901,192002,4,1,10,3,5,5,4,6,3,3,1,1,0,1.01
2,30002,300,"Estonia",2,365,366,365366,193908,194006,7,1,10,3,5,5,4,6,3,3,2,0,0,1.01
2,30003,300,"Petseri & Narva",3,366,365,365366,199109,200199,-9,-9,8,3,4,4,2,6,3,3,0,0,0,1.01
2,30201,302,"Latvia",1,365,367,365367,191812,192008,4,1,10,3,5,5,4,6,3,3,1,1,0,1.01
2,30202,302,"Latvia",2,365,367,365367,193908,194006,7,1,10,3,5,5,4,6,3,3,2,1,0,1.01
2,30203,302,"Abrene (Abrena) & Pytalovo (Pitalovo)",3,367,365,365367,199109,200199,-9,-9,8,3,4,4,2,6,3,3,1,0,0,1.01
