region,claimdy,claim,name,dyadnum,chal,tgt,dyad,begclaim,endclaim,resolved,endviol,icowsal,icowsalc,salchal,saltgt,saltan,salint,salintc,salintt,midsiss,midsfat,warsiss,version
2,30401,304,"Valga-Hainasi-Ruhnu",1,367,366,366367,191811,192007,12,0,7,2,3,4,2,5,2,3,0,0,0,1.01
2,30601,306,"Daugavpils & Palanga",1,368,367,367368,191811,192103,12,0,7,2,3,4,2,5,2,3,0,0,0,1.01
2,30801,308,"Lithuania",1,365,368,365368,191811,192007,4,1,10,3,5,5,4,6,3,3,1,1,0,1.01
2,30802,308,"Lithuania",2,365,368,365368,193909,194006,7,1,10,3,5,5,4,6,3,3,1,0,0,1.01
2,30803,308,"Adutiskis - Druskininkai - Ignalina",3,370,368,368370,199112,199502,4,0,8,3,4,4,2,6,3,3,0,0,0,1.01
2,31001,310,"Austria",1,255,305,255305,193305,193803,7,1,11,3,5,6,6,5,2,3,1,0,0,1.01
2,31201,312,"Glatz & Ratibor",1,315,290,290315,194507,194903,1,0,12,3,6,6,6,6,3,3,0,0,0,1.01
2,31401,314,"Sudetenland",1,255,315,255315,193711,193809,13,0,11,3,5,6,6,5,2,3,1,0,0,1.01
2,31402,314,"Bohemia & Moravia",2,255,315,255315,193810,193903,7,1,9,3,3,6,6,3,0,3,1,0,0,1.01
2,31601,316,"Burgenland",1,315,300,300315,191810,191811,6,0,9,3,4,5,6,3,1,2,0,0,0,1.01
2,31602,316,"Burgenland",2,315,310,310315,191811,191909,14,0,10,3,4,6,6,4,1,3,0,0,0,1.01
2,31603,316,"Burgenland",3,305,310,305310,191909,192110,13,0,10,3,5,5,4,6,3,3,1,1,0,1.01
2,31604,316,"Sopron",4,310,305,305310,192110,192202,10,0,8,3,4,4,2,6,3,3,0,0,0,1.01
2,31605,316,"Burgenland",5,310,305,305310,193404,193803,6,0,10,3,5,5,4,6,3,3,0,0,0,1.01
2,31801,318,"Carinthia",1,345,300,300345,191707,191811,6,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,31802,318,"Klagenfurt",2,345,305,305345,191909,192011,10,0,11,3,5,6,6,5,2,3,1,1,0,1.01
2,32001,320,"Southern Slovakia",1,315,300,300315,191810,191811,6,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,32002,320,"Southern Slovakia",2,315,310,310315,191811,192006,14,1,10,3,5,5,4,6,3,3,1,1,1,1.01
2,32003,320,"Southern Slovakia",3,310,315,310315,192006,193903,7,1,10,3,5,5,4,6,3,3,2,2,0,1.01
2,32004,320,"Southern Slovakia (limited)",4,310,315,310315,194607,194702,14,0,8,3,4,4,2,6,3,3,0,0,0,1.01
2,32005,320,"Jarovce-Rusovce-Cunovco",5,315,310,310315,194608,194702,14,0,8,3,4,4,2,6,3,3,0,0,0,1.01
2,32201,322,"Banat",1,360,300,300360,191401,191811,6,0,11,3,5,6,6,5,2,3,1,1,1,1.01
2,32202,322,"Banat",2,360,310,310360,191811,192006,14,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,32203,322,"Banat-Backa-Baranja",3,345,300,300345,191508,191811,6,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,32204,322,"Banat-Backa-Baranja",4,345,310,310345,191811,192006,14,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,32205,322,"Serbian Banat-Backa-Baranja",5,310,345,310345,192006,194104,6,0,12,3,6,6,6,6,3,3,2,1,0,1.01
2,32206,322,"Serbian Banat",6,360,345,345360,191811,192311,4,0,11,3,5,6,6,5,2,3,1,1,0,1.01
2,32207,322,"Serbian Banat",7,310,255,255310,194104,194410,11,0,10,3,6,4,6,4,3,1,0,0,0,1.01
2,32208,322,"Serbian Banat & Timoc Valley",8,360,255,255360,194104,194410,11,0,10,3,5,5,6,4,2,2,0,0,0,1.01
2,32401,324,"Prekmurje & Medjumurje",1,345,300,300345,191707,191811,6,0,7,2,3,4,2,5,2,3,0,0,0,1.01
2,32402,324,"Prekmurje & Medjumurje",2,345,310,310345,191811,192006,14,1,7,2,3,4,2,5,2,3,0,0,0,1.01
2,32403,324,"Prekmurje & Medjumurje",3,310,345,310345,192006,194104,7,1,8,3,4,4,2,6,3,3,2,1,0,1.01
2,32601,326,"Transylvania",1,360,300,300360,191608,191811,6,0,9,3,4,5,4,5,2,3,1,1,1,1.01
2,32602,326,"Transylvania",2,360,310,310360,191811,192006,14,1,9,3,4,5,4,5,2,3,1,1,1,1.01
2,32603,326,"Transylvania",3,310,360,310360,192006,194008,12,1,10,3,5,5,4,6,3,3,1,0,0,1.01
2,32604,326,"Transylvania",4,360,310,310360,194008,194501,9,1,10,3,5,5,4,6,3,3,3,2,1,1.01
2,32605,326,"Transylvania",5,310,360,310360,194604,194702,14,0,10,3,5,5,4,6,3,3,0,0,0,1.01
2,32801,328,"Ruthenia (Transcarpathia)",1,315,300,300315,191810,191811,6,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,32802,328,"Ruthenia (Transcarpathia)",2,315,310,310315,191811,192006,14,0,9,3,4,5,4,5,2,3,1,1,1,1.01
2,32803,328,"Ruthenia (Transcarpathia)",3,310,315,310315,192006,193903,7,1,10,3,5,5,4,6,3,3,1,1,0,1.01
2,32804,328,"Ruthenia (Transcarpathia)",4,365,315,315365,194505,194506,4,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,33001,330,"Sidonia & U Sabotu",1,316,317,316317,199401,199706,4,0,8,3,4,4,2,6,3,3,0,0,0,1.01
2,33201,332,"Venezia Giulia (Julian March)",1,325,300,300325,186607,187601,1,0,11,3,5,6,6,5,2,3,1,1,1,1.01
2,33202,332,"Venezia Giulia (Julian March)",2,325,300,300325,191502,191811,6,0,11,3,5,6,6,5,2,3,2,1,1,1.01
2,33203,332,"Fiume (Rijeka)",3,325,345,325345,191902,192011,4,1,9,3,4,5,4,5,2,3,0,0,0,1.01
2,33204,332,"Fiume (Rijeka)",4,325,345,325345,192210,192401,4,1,9,3,4,5,4,5,2,3,1,0,0,1.01
2,33205,332,"Trieste & Eastern Istria",5,345,325,325345,191902,192011,4,0,12,3,6,6,6,6,3,3,0,0,0,1.01
2,33206,332,"Istria & Trieste",6,345,325,325345,194502,197510,13,0,12,3,6,6,6,6,3,3,1,0,0,1.01
2,33401,334,"Dalmatia",1,325,300,300325,191408,191811,6,0,10,3,4,6,6,4,1,3,2,1,1,1.01
2,33402,334,"Dalmatia",2,345,300,300345,191408,191811,6,0,10,3,5,5,6,4,2,2,0,0,0,1.01
2,33403,334,"Dalmatia",3,325,345,325345,191811,191908,1,0,10,3,4,6,6,4,1,3,0,0,0,1.01
2,33404,334,"Dalmatia & Croatia",4,325,345,325345,193908,194104,7,1,10,3,4,6,6,4,1,3,1,1,1,1.01
2,33405,334,"Zadar (Zara)",5,345,325,325345,194410,194702,14,0,10,3,5,5,4,6,3,3,0,0,0,1.01
2,33601,336,"Saseno (Sazan) & Vlore (Valona)",1,325,339,325339,191410,192008,4,0,7,2,2,5,4,3,0,3,3,2,0,1.01
2,33602,336,"Scutari (Shkoder)-Durres-St Naum",2,345,339,339345,191506,192507,4,1,9,3,4,5,4,5,2,3,2,1,0,1.01
2,33603,336,"Albania",3,325,339,325339,193703,193904,7,1,9,3,3,6,6,3,0,3,1,1,0,1.01
2,33604,336,"Albania",4,345,339,339345,194707,194803,1,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,33801,338,"Epirus",1,350,640,350640,185310,191401,5,0,6,2,3,3,2,4,2,2,6,3,1,1.01
2,33802,338,"Northern Epirus",2,350,339,339350,191401,191402,13,0,7,2,3,4,2,5,2,3,0,0,0,1.01
2,33803,338,"Northern Epirus",3,350,339,339350,191505,192607,13,0,7,2,3,4,2,5,2,3,0,0,0,1.01
2,33804,338,"Southern Epirus",4,325,350,325350,194008,194104,7,1,5,2,1,4,2,3,0,3,2,2,1,1.01
2,33805,338,"Northern Epirus",5,350,339,339350,194411,197105,1,0,7,2,3,4,2,5,2,3,1,1,0,1.01
2,34001,340,"Kosovo",1,345,640,345640,187807,191307,14,1,9,3,4,5,4,5,2,3,1,1,1,1.01
2,34002,340,"Kosovo",2,339,345,339345,191902,192111,14,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,34201,342,"Macedonia",1,350,640,350640,184401,191305,14,1,11,3,5,6,6,5,2,3,2,2,1,1.01
2,34202,342,"Macedonia",2,345,640,345640,188106,191305,14,1,11,3,5,6,6,5,2,3,1,1,1,1.01
2,34203,342,"Macedonia",3,355,640,355640,191203,191305,14,1,11,3,5,6,6,5,2,3,1,1,1,1.01
2,34204,342,"Serbian Macedonia",4,355,345,345355,191306,191308,14,1,9,3,4,5,4,5,2,3,1,1,1,1.01
2,34205,342,"Serbian Macedonia (Gevgelijia & Monastir)",5,350,345,345350,191312,192701,4,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,34206,342,"Serbian Macedonia",6,355,345,345355,191408,191911,14,1,9,3,4,5,4,5,2,3,2,2,1,1.01
2,34207,342,"Serbian Macedonia",7,355,345,345355,194103,194104,7,1,9,3,4,5,4,5,2,3,1,1,0,1.01
2,34208,342,"Serbian Macedonia",8,345,355,345355,194410,194410,13,0,10,3,5,5,4,6,3,3,0,0,0,1.01
2,34209,342,"Greek Macedonia",9,355,350,350355,191306,191308,14,1,11,3,5,6,6,5,2,3,1,1,1,1.01
2,34210,342,"Greek Macedonia",10,355,350,350355,191408,191911,14,1,11,3,5,6,6,5,2,3,3,2,1,1.01
2,34211,342,"Greek Macedonia",11,355,350,350355,194410,194410,13,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,34212,342,"Greek Macedonia (Salonica/Thessaloniki)",12,345,350,345350,192507,192903,1,0,10,3,4,6,6,4,1,3,0,0,0,1.01
2,34213,342,"Greek Macedonia (Salonica/Thessaloniki)",13,345,350,345350,194011,194104,1,0,10,3,4,6,6,4,1,3,0,0,0,1.01
2,34214,342,"Greek Macedonia",14,345,350,345350,194510,194907,1,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,34215,342,"Strumica Valley",15,345,355,345355,191901,191911,14,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,34216,342,"Pirin Macedonia",16,345,355,345355,194411,194806,1,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,34401,344,"Prohor Pcinski Monastery-Sar Mountain-Kumanovo",1,345,343,343345,199304,200102,4,0,8,3,4,4,2,6,3,3,1,0,0,1.01
2,34601,346,"Prevlaka Peninsula",1,345,344,344345,199201,200199,-9,-9,8,3,4,4,4,4,2,2,1,1,0,1.01
2,34801,348,"Bihac & Martinbrod",1,344,346,344346,199610,199907,4,0,7,2,3,4,2,5,2,3,0,0,0,1.01
2,35001,350,"Danube coast",1,345,344,344345,199201,200199,-9,-9,8,3,4,4,2,6,3,3,0,0,0,1.01
2,35201,352,"Dragonja River-Secovlje-Sneznik",1,349,344,344349,199201,200199,-9,-9,10,3,5,5,4,6,3,3,0,0,0,1.01
2,35401,354,"Bosnia-Hercegovina & Novi Pazar",1,300,640,300640,187607,187807,13,0,6,2,2,4,4,2,0,2,0,0,0,1.01
2,35402,354,"Bosnia-Hercegovina & Novi Pazar",2,345,300,300345,187807,188106,4,0,9,3,5,4,4,5,3,2,0,0,0,1.01
2,35403,354,"Bosnia-Hercegovina",3,345,300,300345,190810,190903,1,0,9,3,5,4,4,5,3,2,1,1,0,1.01
2,35404,354,"Bosnia-Hercegovina",4,345,300,300345,191508,191811,6,0,9,3,5,4,4,5,3,2,1,1,1,1.01
2,35601,356,"Novi Pazar",1,345,300,300345,190403,190810,11,0,6,2,3,3,2,4,2,2,0,0,0,1.01
2,35602,356,"Novi Pazar",2,345,640,345640,190810,191308,14,1,6,2,3,3,2,4,2,2,0,0,0,1.01
2,35701,357,"Alpha-Beta-Gamma Islands",1,355,350,350355,194805,195312,4,0,3,1,1,2,0,3,1,2,1,1,0,1.01
2,35801,358,"Southern Dobrudja",1,360,355,355360,191301,191308,13,1,9,3,4,5,4,5,2,3,1,1,1,1.01
2,35802,358,"Southern Dobrudja",2,355,360,355360,191408,191805,13,1,10,3,5,5,4,6,3,3,1,1,1,1.01
2,35803,358,"Southern Dobrudja",3,360,355,355360,191811,191911,14,1,10,3,5,5,4,6,3,3,0,0,0,1.01
2,35804,358,"Southern Dobrudja",4,355,360,355360,193810,194009,4,0,10,3,5,5,4,6,3,3,0,0,0,1.01
2,36001,360,"Thrace",1,355,640,355640,191203,191305,14,1,11,3,5,6,6,5,2,3,1,1,1,1.01
2,36002,360,"Eastern Thrace",2,640,355,355640,191305,191308,4,1,10,3,5,5,4,6,3,3,1,1,1,1.01
2,36003,360,"Eastern Thrace",3,355,640,355640,191308,191508,4,0,9,3,4,5,4,5,2,3,1,0,0,1.01
2,36004,360,"Eastern Thrace",4,350,640,350640,191809,192008,14,1,9,3,4,5,4,5,2,3,2,2,2,1.01
2,36005,360,"Eastern Thrace",5,640,350,350640,192008,192307,14,1,10,3,5,5,4,6,3,3,0,0,0,1.01
2,36006,360,"Western Thrace",6,350,355,350355,191812,191911,14,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,36007,360,"Western Thrace",7,355,350,350355,191911,192306,1,0,12,3,6,6,6,6,3,3,0,0,0,1.01
2,36008,360,"Western Thrace",8,355,350,350355,194103,194104,7,1,12,3,6,6,6,6,3,3,0,0,0,1.01
2,36009,360,"Western Thrace",9,355,350,350355,194410,194702,14,0,12,3,6,6,6,6,3,3,0,0,0,1.01
2,36010,360,"Burgos & Rhodope Mountains",10,350,355,350355,194607,194702,14,0,10,3,5,5,4,6,3,3,0,0,0,1.01
2,36201,362,"Thessaly",1,350,640,350640,184008,188211,14,1,9,3,4,5,4,5,2,3,5,1,0,1.01
2,36202,362,"Thessaly",2,640,350,350640,189704,189705,4,1,10,3,5,5,4,6,3,3,0,0,0,1.01
2,36401,364,"Samos",1,350,640,350640,182801,183205,13,0,7,2,3,4,4,3,1,2,0,0,0,1.01
2,36402,364,"Eastern Sporades",2,350,640,350640,188107,191402,7,1,7,2,3,4,4,3,1,2,1,0,0,1.01
2,36403,364,"Eastern Sporades",3,640,350,350640,191402,192307,14,1,8,3,4,4,4,4,2,2,0,0,0,1.01
2,36404,364,"Imbros & Tenedos",4,350,640,350640,191402,192307,14,1,7,2,3,4,4,3,1,2,0,0,0,1.01
2,36405,364,"Castellorizzo",5,325,640,325640,191201,191512,11,0,6,2,2,4,4,2,0,2,2,1,1,1.01
2,36406,364,"Aegean Sea Islands",6,640,350,350640,196404,200199,-9,-9,10,3,5,5,6,4,2,2,15,2,0,1.01
2,36601,366,"Crete",1,350,640,350640,182812,191305,14,1,9,3,4,5,4,5,2,3,4,1,1,1.01
2,36801,368,"Cyprus",1,200,640,200640,187803,187806,4,0,4,1,1,3,2,2,0,2,0,0,0,1.01
2,36802,368,"Cyprus",2,350,200,200350,191212,192008,14,0,5,2,3,2,2,3,2,1,0,0,0,1.01
2,36803,368,"Cyprus",3,640,200,200640,191906,192307,14,1,6,2,4,2,2,4,3,1,0,0,0,1.01
2,36804,368,"Cyprus",4,350,200,200350,195309,195902,13,0,5,2,3,2,2,3,2,1,0,0,0,1.01
2,36805,368,"Cyprus",5,640,200,200640,195508,195902,13,0,6,2,4,2,2,4,3,1,0,0,0,1.01
2,36806,368,"Cyprus",6,350,352,350352,196312,198202,2,0,7,2,3,4,2,5,2,3,0,0,0,1.01
2,36807,368,"Northern Cyprus",7,640,352,352640,196312,197408,7,1,8,3,4,4,2,6,3,3,4,1,1,1.01
2,36808,368,"Northern Cyprus",8,352,640,352640,197408,200199,-9,-9,7,2,4,3,2,5,3,2,6,3,0,1.01
2,37001,370,"Dodecanese Islands",1,325,640,325640,191204,192008,14,1,7,2,2,5,4,3,0,3,2,1,1,1.01
2,37002,370,"Dodecanese Islands",2,640,325,325640,192008,192307,14,1,8,3,4,4,4,4,2,2,0,0,0,1.01
2,37003,370,"Dodecanese Islands",3,350,640,350640,191212,192307,11,0,9,3,4,5,4,5,2,3,0,0,0,1.01
2,37004,370,"Dodecanese Islands",4,350,325,325350,192307,192809,4,0,7,2,4,3,4,3,2,1,1,0,0,1.01
2,37005,370,"Dodecanese Islands",5,350,325,325350,194410,194702,14,0,7,2,4,3,4,3,2,1,0,0,0,1.01
2,37006,370,"Dodecanese Islands",6,640,325,325640,193903,194504,1,0,8,3,5,3,4,4,3,1,1,0,0,1.01
2,37201,372,"Ionian Islands",1,350,200,200350,186211,186403,4,0,6,2,3,3,4,2,1,1,0,0,0,1.01
2,37401,374,"Southern Bessarabia & Serpent's Island",1,640,365,365640,185603,185701,13,0,11,3,5,6,6,5,2,3,0,0,0,1.01
2,37402,374,"Southern Bessarabia",2,365,640,365640,187007,187807,4,1,11,3,6,5,6,5,3,2,0,0,0,1.01
2,37403,374,"Bessarabia",3,360,365,360365,191801,191805,14,1,12,3,6,6,6,6,3,3,1,1,0,1.01
2,37404,374,"Bessarabia",4,365,360,360365,191805,193307,4,0,12,3,6,6,6,6,3,3,0,0,0,1.01
2,37405,374,"Bessarabia",5,365,360,360365,193706,194006,4,0,12,3,6,6,6,6,3,3,2,0,0,1.01
2,37406,374,"Bessarabia",6,360,365,360365,194106,194409,4,1,12,3,6,6,6,6,3,3,0,0,0,1.01
2,37601,376,"Bukovina",1,360,300,300360,191408,191811,6,0,8,3,4,4,4,4,2,2,1,1,1,1.01
2,37602,376,"Northern Bukovina",2,365,360,360365,194006,194006,4,0,9,3,4,5,4,5,2,3,1,0,0,1.01
2,37603,376,"Southern Bukovina",3,365,360,360365,194011,194106,1,0,9,3,4,5,4,5,2,3,1,0,0,1.01
2,37604,376,"Northern Bukovina",4,360,365,360365,194106,194409,13,1,10,3,5,5,4,6,3,3,1,1,1,1.01
2,37801,378,"Western Soviet Union",1,255,365,255365,194007,194505,1,1,9,3,3,6,6,3,0,3,2,2,1,1.01
2,38001,380,"Reni-Odessa Highway near Palanca",1,369,359,359369,199609,200199,-9,-9,7,2,3,4,2,5,2,3,0,0,0,1.01
2,38002,380,"Dzhurdzhulest Strip & Kopanka Road",2,359,369,359369,199609,199908,4,0,5,2,2,3,2,3,1,2,0,0,0,1.01
2,38201,382,"Serpent's/Snake/Zmeinyy Island",1,365,360,360365,194802,194805,4,0,8,3,4,4,4,4,2,2,0,0,0,1.01
2,38202,382,"Serpent's/Snake/Zmeinyy Island",2,360,365,360365,199104,199112,5,0,10,3,5,5,6,4,2,2,0,0,0,1.01
2,38203,382,"Serpent's/Snake/Zmeinyy Island",3,360,369,360369,199112,200199,-9,-9,10,3,5,5,6,4,2,2,0,0,0,1.01
2,38401,384,"Constantinople",1,365,640,365640,191503,191712,2,0,7,2,2,5,4,3,0,3,0,0,0,1.01
3,40001,400,"Casamance",1,220,235,220235,185902,188605,4,0,3,1,2,1,2,1,1,0,0,0,0,1.01
3,40201,402,"Bulama Island",1,200,235,200235,181601,187004,12,0,6,2,3,3,4,2,1,1,0,0,0,1.01
3,40401,404,"Gambia",1,220,200,200220,187003,190404,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,40402,404,"Yarbutenda",2,220,200,200220,190404,191001,1,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,40403,404,"Foni Brefet Border",3,433,420,420433,197101,197601,4,0,5,2,2,3,2,3,1,2,0,0,0,1.01
3,40601,406,"Eastern Hodh & Savannah",1,432,435,432435,196011,196302,4,0,8,3,4,4,4,4,2,2,1,1,0,1.01
3,40801,408,"Agacher Strip",1,432,439,432439,196008,198612,12,0,9,3,5,4,4,5,3,2,3,3,0,1.01
3,41001,410,"Senegal River Floodplain",1,433,435,433435,198905,199107,1,0,9,3,4,5,4,5,2,3,2,1,0,1.01
3,41201,412,"Lete Island",1,434,436,434436,196010,200199,-9,-9,7,2,3,4,2,5,2,3,2,0,0,1.01
3,41601,416,"Ketenou",1,220,200,200220,187909,188908,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,41602,416,"Cotonou",2,200,220,200220,188001,188004,1,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,41603,416,"Agege Channel",3,200,220,200220,188401,188908,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,41604,416,"San Joao de Ajuda",4,434,235,235434,196101,196108,8,0,3,1,2,1,0,3,2,1,1,0,0,1.01
3,41801,418,"Burkina Faso/Niger border",1,439,436,436439,196010,200199,-9,-9,6,2,3,3,2,4,2,2,0,0,0,1.01
3,42001,420,"Borgu-Boussa-Badjibo-Forcados",1,220,200,200220,189510,189806,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,42002,420,"Badjibo & Forcados",2,200,220,200220,190310,190404,4,0,6,2,3,3,4,2,1,1,0,0,0,1.01
3,42003,420,"Boussa-Illo-Sokoto Border",3,220,200,200220,190312,190404,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,42201,422,"Western Sipilou",1,438,437,437438,199508,200199,-9,-9,9,3,4,5,4,5,2,3,1,0,0,1.01
3,42401,424,"Cavally & Cess River Land",1,450,220,220450,195801,196008,5,0,6,2,4,2,2,4,3,1,0,0,0,1.01
3,42402,424,"Cavally & Cess River Land",2,450,437,437450,196008,196111,4,0,7,2,4,3,2,5,3,2,0,0,0,1.01
3,42601,426,"Danish Gold Coast",1,200,390,200390,184901,185003,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,42602,426,"East Dutch Gold Coast",2,200,210,200210,186001,186703,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,42603,426,"West British Gold Coast",3,210,200,200210,186001,186703,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,42604,426,"Dutch Gold Coast",4,200,210,200210,186911,187202,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,42605,426,"Ivory Coast",5,200,220,200220,187504,187603,1,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,42606,426,"Assinie Border Territory",6,200,220,200220,187705,188304,1,0,3,1,1,2,2,1,0,1,0,0,0,1.01
3,42607,426,"Sanwi State",7,452,220,220452,195905,196008,5,0,5,2,3,2,2,3,2,1,0,0,0,1.01
3,42608,426,"Sanwi State",8,452,437,437452,196008,196108,1,0,7,2,3,4,2,5,2,3,0,0,0,1.01
3,42801,428,"Zigida",1,450,220,220450,192006,192610,4,0,6,2,4,2,2,4,3,1,0,0,0,1.01
3,42802,428,"Mount Nimba",2,450,220,220450,195801,195810,1,0,8,3,5,3,4,4,3,1,0,0,0,1.01
3,43001,430,"Iles de Los",1,220,200,200220,187003,190404,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,43002,430,"Matacong Island",2,220,200,200220,187903,188206,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,43003,430,"Mellacourie",3,200,220,200220,187002,188206,4,0,7,2,3,4,6,1,0,1,0,0,0,1.01
3,43601,436,"Komtenga Strip",1,452,439,439452,196310,196606,4,0,5,2,2,3,2,3,1,2,0,0,0,1.01
3,43801,438,"Western German Togo",1,200,255,200255,191704,191907,14,1,5,2,2,3,4,1,0,1,0,0,0,1.01
3,43802,438,"Eastern German Togo",2,220,255,220255,191807,191907,14,1,5,2,2,3,4,1,0,1,1,1,1,1.01
3,43803,438,"Togo",3,452,461,452461,196112,196607,1,0,8,3,4,4,4,4,2,2,1,1,0,1.01
3,43804,438,"British Togoland",4,461,452,452461,196109,197807,1,0,10,3,5,5,4,6,3,3,0,0,0,1.01
3,50001,500,"Fernando Po & Annobon Islands",1,200,230,200230,183904,184107,1,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,50002,500,"Equatorial Guinea",2,471,230,230471,196307,196308,1,0,8,3,4,4,6,2,1,1,0,0,0,1.01
3,50201,502,"Corisco Bay Islands",1,481,411,411481,197208,200199,-9,-9,10,3,5,5,6,4,2,2,1,0,0,1.01
3,50401,504,"British Cameroon",1,200,255,200255,191704,191907,14,1,5,2,2,3,4,1,0,1,0,0,0,1.01
3,50402,504,"French Cameroon",2,220,255,220255,191807,191907,14,1,7,2,3,4,6,1,0,1,1,1,1,1.01
3,50403,504,"Northern Cameroons",3,471,475,471475,196104,196312,1,0,12,3,6,6,6,6,3,3,0,0,0,1.01
3,50404,504,"Bakassi Peninsula",4,475,471,471475,197701,200199,-9,-9,12,3,6,6,6,6,3,3,7,5,0,1.01
3,50405,504,"Darak & Lake Chad Islands",5,475,471,471475,199404,200199,-9,-9,5,2,2,3,2,3,1,2,4,4,0,1.01
3,50801,508,"French Congo",1,255,220,220255,191107,191111,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,50802,508,"Neu Kamerun",2,220,255,220255,191408,191906,14,1,6,2,3,3,4,2,1,1,1,1,1,1.01
3,51001,510,"Garoua-Boulai",1,482,471,471482,200103,200199,-9,-9,5,2,2,3,2,3,1,2,1,0,0,1.01
3,51201,512,"Logone River Triangle",1,220,255,220255,191107,191111,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,51401,514,"Kainasara & Tetwa Islands",1,483,475,475483,198304,200199,-9,-9,5,2,2,3,2,3,1,2,2,1,0,1.01
3,51801,518,"Southwest Sudan & Fashoda",1,220,200,200220,189606,189903,4,0,5,2,2,3,4,1,0,1,2,0,0,1.01
3,51802,518,"Southeast Sudan",2,530,200,200530,189806,189903,1,0,7,2,4,3,4,3,2,1,0,0,0,1.01
3,51803,518,"CAR Border Strip",3,220,200,200220,191909,191909,4,0,4,1,2,2,2,2,1,1,0,0,0,1.01
3,52001,520,"Aozou Strip",1,325,220,220325,192906,193812,1,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,52002,520,"Aozou Strip",2,620,483,483620,197211,199405,12,0,10,3,5,5,6,4,2,2,6,3,0,1.01
3,52601,526,"Mufumbiro",1,200,211,200211,190905,191005,13,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,52801,528,"Lake Kivu Area",1,255,211,211255,190905,191005,13,0,3,1,1,2,2,1,0,1,0,0,0,1.01
3,52802,528,"Ruanda-Urundi",2,211,255,211255,191606,191906,14,1,5,2,2,3,4,1,0,1,1,1,1,1.01
3,53001,530,"Kilwa Island",1,211,200,200211,193109,194005,6,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,53002,530,"Kilwa Island & Peake-Gendarme Border",2,211,200,200211,194506,196006,5,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,53003,530,"Katanga Pedicle",3,200,211,200211,193209,194005,6,0,7,2,3,4,6,1,0,1,0,0,0,1.01
3,53004,530,"Katanga Pedicle",4,200,211,200211,194506,196006,5,0,7,2,3,4,6,1,0,1,0,0,0,1.01
3,53005,530,"Kaputa District",5,490,551,490551,198008,198909,1,0,8,3,4,4,2,6,3,3,3,2,0,1.01
3,53401,534,"Migingo Island",1,500,501,500501,200110,200199,-9,-9,7,2,3,4,4,3,1,2,0,0,0,1.01
3,53601,536,"Kagera Salient",1,500,510,500510,197209,197904,1,1,9,3,4,5,4,5,2,3,4,3,1,1.01
3,53602,536,"Kamwema",2,500,510,500510,200007,200010,4,0,5,2,2,3,2,3,1,2,0,0,0,1.01
3,54201,542,"Vanga",1,255,200,200255,188901,189307,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,54202,542,"German East Africa",2,200,255,200255,191704,191906,14,1,7,2,3,4,6,1,0,1,0,0,0,1.01
3,54401,544,"Jubaland",1,325,200,200325,191810,192506,4,0,5,2,2,3,4,1,0,1,0,0,0,1.01
3,54402,544,"Northern Frontier District",2,520,200,200520,196202,196312,5,0,5,2,3,2,2,3,2,1,0,0,0,1.01
3,54403,544,"Northern Frontier District",3,520,501,501520,196312,198109,2,0,7,2,3,4,2,5,2,3,3,3,0,1.01
3,54801,548,"Boran Galla",1,530,200,200530,189801,190712,4,0,5,2,3,2,2,3,2,1,0,0,0,1.01
