dispnum3,dispnum4,stday,stmon,styear,endday,endmon,endyear,outcome,settle,fatality,fatalpre,maxdur,mindur,hiact,hostlev,recip,numa,numb,link1,link2,link3,ongo2010,version
4472,30505,9,9,2005,11,11,2005,5,3,0,0,63,63,7,3,0,1,1,0,0,0,0,gml-2.0
4473,30506,28,10,2005,13,11,2005,5,3,0,0,16,16,17,4,1,1,1,30201,0,0,0,gml-2.0
4474,30507,NA,11,2005,NA,5,2006,-9,-9,0,0,211,152,14,4,0,1,1,0,0,0,0,gml-2.0
4475,30601,25,1,2006,25,1,2006,5,3,0,0,0,0,7,3,1,1,1,0,0,0,0,gml-2.0
4476,30602,19,4,2006,19,4,2006,5,3,0,0,0,0,7,3,0,1,1,30501,0,0,0,gml-2.0
4477,30603,16,8,2006,16,8,2006,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4478,30701,28,4,2007,27,5,2007,5,3,0,0,29,29,7,3,0,1,2,0,0,0,0,gml-2.0
4479,30702,21,6,2007,21,6,2007,5,3,0,0,0,0,1,2,0,1,1,30506,0,0,0,gml-2.0
4480,30801,9,2,2008,9,2,2008,5,3,0,0,0,0,7,3,1,1,1,0,0,0,0,gml-2.0
4481,30802,6,5,2008,22,6,2008,5,3,0,0,47,47,7,3,0,1,1,0,0,0,0,gml-2.0
4482,30803,16,6,2008,16,6,2008,5,3,0,0,0,0,7,3,0,1,1,30503,0,0,0,gml-2.0
4483,30901,17,1,2009,23,12,2010,5,3,2,48,705,705,17,4,1,2,1,0,0,0,1,gml-2.0
4484,30902,30,1,2009,30,1,2009,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4485,30903,19,2,2009,19,2,2009,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4486,30904,9,3,2009,19,3,2009,5,3,0,0,10,10,7,3,1,1,1,0,0,0,0,gml-2.0
4487,30905,13,9,2009,13,9,2009,5,3,0,0,0,0,8,3,0,1,1,0,0,0,0,gml-2.0
4488,31001,29,3,2010,12,10,2010,5,3,0,0,197,197,15,4,0,1,1,0,0,0,1,gml-2.0
4489,31002,21,4,2010,21,4,2010,5,3,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
4490,31003,4,6,2010,4,6,2010,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4491,31004,7,9,2010,28,11,2010,5,3,0,0,82,82,15,4,1,1,1,0,0,0,1,gml-2.0
4492,31005,14,9,2010,14,9,2010,5,3,0,0,0,0,7,3,0,1,1,30803,0,0,1,gml-2.0
4493,31006,18,12,2010,18,12,2010,5,3,0,0,0,0,7,3,0,1,1,0,0,0,1,gml-2.0
4494,40201,13,6,2002,13,6,2002,5,3,0,0,0,0,16,4,0,1,6,0,0,0,0,gml-2.0
4495,40301,NA,3,2003,30,3,2003,5,3,0,0,29,-1,16,4,0,1,1,0,0,0,0,gml-2.0
4496,40302,15,7,2003,15,7,2003,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4497,40401,22,2,2004,26,2,2004,5,3,0,0,4,4,11,3,0,1,1,0,0,0,0,gml-2.0
4498,40501,1,7,2005,1,7,2005,5,3,0,0,0,0,11,3,0,1,1,0,0,0,0,gml-2.0
4499,40601,5,3,2006,11,3,2006,5,3,0,0,6,6,11,3,0,1,1,0,0,0,0,gml-2.0
4500,40602,11,8,2006,11,8,2006,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4501,40701,NA,3,2007,NA,3,2007,5,3,0,0,30,-30,16,4,0,1,1,0,0,0,0,gml-2.0
4502,40801,2,3,2008,3,3,2008,5,3,0,0,1,1,12,3,1,1,1,40501,40601,40701,0,gml-2.0
4503,40802,3,3,2008,16,5,2008,5,3,0,0,74,74,12,3,1,1,1,0,0,0,0,gml-2.0
4504,40901,7,3,2009,12,8,2009,5,3,0,0,158,158,11,3,0,1,1,40801,0,0,0,gml-2.0
4505,40902,9,8,2009,21,11,2009,5,3,0,0,104,104,12,3,1,1,1,40801,0,0,0,gml-2.0
4506,41001,8,1,2010,8,1,2010,5,3,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
4507,41002,29,7,2010,30,7,2010,5,3,0,0,1,1,11,3,1,1,1,40801,40902,0,1,gml-2.0
4508,41003,NA,10,2010,NA,10,2010,5,3,0,0,30,-30,12,3,1,1,1,0,0,0,1,gml-2.0
4509,50204,23,4,2002,23,4,2002,5,3,0,0,0,0,11,3,0,1,1,0,0,0,0,gml-2.0
4510,50205,22,8,2002,22,3,2003,5,3,0,0,212,212,11,3,1,1,1,0,0,0,0,gml-2.0
4511,50301,8,1,2003,8,1,2003,5,3,1,1,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
4512,50302,22,3,2003,4,7,2003,-9,-9,0,0,104,104,16,4,1,2,1,0,0,0,0,gml-2.0
4513,50303,22,3,2003,13,4,2003,5,3,0,0,22,22,8,3,0,1,1,0,0,0,0,gml-2.0
4514,50304,10,4,2003,12,4,2003,5,3,1,-9,2,2,16,4,0,1,1,0,0,0,0,gml-2.0
4515,50305,26,5,2003,26,5,2003,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4516,50306,5,7,2003,6,7,2003,7,1,0,0,1,1,15,4,0,1,1,0,0,0,0,gml-2.0
4517,50307,17,8,2003,14,11,2003,5,3,0,0,89,89,16,4,0,1,1,50301,0,0,0,gml-2.0
4518,50401,NA,3,2004,16,4,2004,5,3,0,0,46,16,17,4,1,1,1,0,0,0,0,gml-2.0
4519,50402,14,3,2004,14,3,2004,2,3,1,1,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
4520,50403,16,3,2004,16,3,2004,5,3,0,0,0,0,11,3,0,1,1,0,0,0,0,gml-2.0
4521,50404,3,6,2004,1,7,2004,7,1,0,0,28,28,16,4,1,1,1,0,0,0,0,gml-2.0
4522,50405,11,6,2004,14,6,2004,8,-9,0,0,3,3,16,4,0,1,1,0,0,0,0,gml-2.0
4523,50406,15,6,2004,6,1,2005,5,3,0,0,205,205,15,4,1,1,1,0,0,0,0,gml-2.0
4524,50407,19,8,2004,1,1,2005,5,3,0,0,135,135,7,3,0,1,1,0,0,0,0,gml-2.0
4525,50408,23,9,2004,29,9,2004,5,3,1,1,6,6,16,4,1,1,1,0,0,0,0,gml-2.0
4526,50409,17,11,2004,17,11,2004,5,3,1,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4527,50501,22,4,2005,22,7,2005,5,3,0,0,91,91,17,4,1,1,2,0,0,0,0,gml-2.0
4528,50502,26,4,2005,26,4,2005,5,3,0,0,0,0,11,3,0,1,1,0,0,0,0,gml-2.0
4529,50503,31,7,2005,4,8,2005,5,3,1,20,4,4,16,4,0,1,1,0,0,0,0,gml-2.0
4530,50504,17,9,2005,17,3,2006,-9,-9,0,0,181,181,17,4,1,1,1,0,0,0,0,gml-2.0
4531,50601,2,6,2006,2,6,2006,5,3,1,2,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
4532,50602,28,6,2006,31,7,2006,5,3,0,0,33,33,16,4,1,1,1,0,0,0,0,gml-2.0
4533,50603,19,8,2006,3,3,2009,5,3,1,-9,927,927,17,4,1,1,1,50201,0,0,0,gml-2.0
4534,50604,8,9,2006,8,3,2007,-9,-9,0,0,181,181,15,4,1,1,1,0,0,0,0,gml-2.0
4535,50701,11,1,2007,11,6,2007,5,3,0,0,151,151,15,4,0,1,1,50407,0,0,0,gml-2.0
4536,50702,20,1,2007,1,10,2009,5,3,0,0,985,985,16,4,0,1,1,0,0,0,0,gml-2.0
4537,50703,30,5,2007,28,5,2009,5,3,2,-9,729,729,16,4,0,1,1,50502,0,0,0,gml-2.0
4538,50704,28,8,2007,29,8,2007,7,3,0,0,1,1,15,4,0,1,1,0,0,0,0,gml-2.0
4539,50705,6,9,2007,6,9,2007,5,3,0,0,0,0,16,4,1,1,1,50602,0,0,0,gml-2.0
4540,50801,26,10,2008,26,10,2008,5,3,0,0,0,0,16,4,0,1,1,0,50402,0,0,gml-2.0
4541,50802,5,11,2008,5,11,2008,5,3,0,0,0,0,1,2,0,1,1,0,0,0,0,gml-2.0
4542,50901,28,1,2009,28,1,2009,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4543,50902,25,2,2009,25,2,2009,5,3,0,0,0,0,16,4,1,1,2,0,0,0,0,gml-2.0
4544,50903,17,8,2009,17,8,2009,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4545,50904,11,9,2009,27,12,2010,5,3,0,0,472,472,17,4,1,1,1,50201,50603,0,1,gml-2.0
4546,50905,17,12,2009,28,1,2010,3,3,0,0,42,42,14,4,0,1,1,0,0,0,0,gml-2.0
4547,51001,12,5,2010,31,12,2010,5,3,1,-9,233,233,16,4,1,1,1,0,0,0,1,gml-2.0
4548,51002,30,5,2010,30,11,2010,5,3,0,0,184,184,7,3,0,1,1,0,0,0,1,gml-2.0
4549,60401,NA,3,2004,NA,9,2004,5,3,0,0,213,154,7,3,0,1,1,0,0,0,0,gml-2.0
4550,60501,29,5,2005,1,6,2005,-9,-9,0,0,3,3,15,4,0,1,1,0,0,0,0,gml-2.0
4551,60502,23,7,2005,22,2,2006,5,3,0,0,214,214,7,3,0,1,1,60401,0,0,0,gml-2.0
4552,70202,11,1,2002,22,5,2005,5,3,2,-9,1227,1227,17,4,1,2,1,0,0,0,0,gml-2.0
4553,70203,8,2,2002,27,10,2002,5,3,0,0,261,261,17,4,1,1,1,0,0,0,0,gml-2.0
4554,70204,7,3,2002,7,3,2002,5,3,0,0,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
4555,70205,24,7,2002,28,1,2007,5,3,1,-9,1649,1649,17,4,1,1,1,0,0,0,0,gml-2.0
4556,70301,NA,1,2003,NA,1,2003,5,3,0,0,30,-30,7,3,0,1,1,0,0,0,0,gml-2.0
4557,70302,4,10,2003,4,10,2003,5,3,1,2,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4558,70303,25,11,2003,25,11,2003,5,3,0,0,0,0,16,4,0,1,1,70203,0,0,0,gml-2.0
4559,70401,4,1,2004,30,10,2004,5,3,0,0,300,300,15,4,1,1,1,0,0,0,0,gml-2.0
4560,70402,10,3,2004,10,3,2004,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4561,70403,18,5,2004,18,5,2004,5,3,0,0,0,0,16,4,0,1,1,70201,0,0,0,gml-2.0
4562,70404,17,7,2004,17,7,2004,5,3,0,0,0,0,16,4,0,1,1,70303,0,0,0,gml-2.0
4563,70405,24,9,2004,6,3,2005,-9,-9,0,0,163,163,15,4,1,1,1,0,0,0,0,gml-2.0
4564,70406,26,10,2004,8,5,2005,5,3,1,1,194,194,17,4,1,1,1,70302,0,0,0,gml-2.0
4565,70407,13,12,2004,13,12,2004,5,3,0,0,0,0,8,3,0,1,1,0,0,0,0,gml-2.0
4566,70501,18,1,2005,17,10,2005,5,3,0,0,272,272,16,4,1,1,1,70403,70201,0,0,gml-2.0
4567,70502,2,3,2005,29,7,2005,5,3,0,0,149,149,8,3,1,1,1,0,0,0,0,gml-2.0
4568,70503,8,5,2005,8,5,2005,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4569,70504,13,5,2005,17,5,2005,5,3,0,0,4,4,11,3,1,1,1,0,0,0,0,gml-2.0
4570,70505,22,9,2005,22,10,2005,5,3,0,0,30,30,11,3,0,1,1,70401,0,0,0,gml-2.0
4571,70506,30,11,2005,14,1,2006,5,3,0,0,45,45,16,4,0,1,1,70503,0,0,0,gml-2.0
4572,70601,20,2,2006,20,8,2006,-9,-9,0,0,181,181,15,4,1,1,1,70401,0,0,0,gml-2.0
4573,70602,26,4,2006,26,4,2006,5,3,0,0,0,0,17,4,1,1,1,70202,0,0,0,gml-2.0
4574,70603,11,7,2006,11,7,2006,5,3,0,0,0,0,11,3,0,1,1,0,0,0,0,gml-2.0
4575,70604,30,10,2006,17,12,2010,5,3,0,0,1509,1509,16,4,0,1,1,70503,0,0,1,gml-2.0
4576,70605,20,12,2006,17,5,2007,5,3,1,12,148,148,17,4,1,1,1,70602,0,0,0,gml-2.0
4577,70701,22,1,2007,27,2,2007,5,3,1,1,36,36,16,4,0,1,1,0,0,0,0,gml-2.0
4578,70702,14,2,2007,8,9,2007,5,3,1,2,206,206,17,4,1,1,1,0,0,0,0,gml-2.0
4579,70703,21,3,2007,21,3,2007,5,3,1,1,0,0,16,4,0,1,1,70603,0,0,0,gml-2.0
4580,70704,14,12,2007,14,12,2007,5,3,0,0,0,0,11,3,0,1,1,0,0,0,0,gml-2.0
4581,70801,29,1,2008,12,3,2009,5,3,0,0,408,408,17,4,1,1,1,0,0,0,0,gml-2.0
4582,70802,1,2,2008,10,2,2008,5,3,0,0,9,9,17,4,1,1,1,0,0,0,0,gml-2.0
4583,70803,9,4,2008,20,4,2008,5,3,0,0,11,11,17,4,1,1,1,0,0,0,0,gml-2.0
4584,70804,14,4,2008,11,1,2009,5,3,2,-9,272,272,17,4,1,1,1,0,0,0,0,gml-2.0
4585,70805,14,5,2008,29,12,2010,-9,-9,2,-9,959,959,17,4,1,1,1,0,0,0,1,gml-2.0
4586,70806,23,5,2008,23,5,2008,5,3,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
4587,70807,12,7,2008,27,10,2008,5,3,0,0,107,107,16,4,0,1,1,0,0,0,0,gml-2.0
4588,70808,15,7,2008,29,10,2010,5,3,1,-9,836,836,17,4,1,1,1,0,0,0,1,gml-2.0
4589,70809,17,7,2008,17,7,2008,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
4590,70810,18,7,2008,18,7,2008,5,3,1,2,0,0,17,4,1,1,1,70802,0,0,0,gml-2.0
4591,70811,3,11,2008,6,4,2009,5,3,0,0,154,154,11,3,1,1,1,0,0,0,0,gml-2.0
4592,70812,25,12,2008,28,12,2008,6,1,0,0,3,3,7,3,1,1,1,0,0,0,0,gml-2.0
4593,70901,28,2,2009,4,7,2010,5,3,1,-9,491,491,17,4,1,1,1,0,0,0,1,gml-2.0
4594,70902,23,4,2009,23,4,2009,5,3,1,1,0,0,17,4,1,1,1,70803,0,0,0,gml-2.0
4595,70903,27,4,2009,27,4,2009,5,3,0,0,0,0,16,4,0,1,1,70703,0,0,0,gml-2.0
4596,70904,8,10,2009,29,12,2009,5,3,0,0,82,82,11,3,1,1,1,0,0,0,0,gml-2.0
4597,70905,23,10,2009,23,10,2009,5,3,0,0,0,0,11,3,0,1,1,0,0,0,0,gml-2.0
4598,71001,27,9,2010,26,11,2010,5,3,1,3,60,60,17,4,1,1,1,70701,0,0,1,gml-2.0
4599,71002,12,10,2010,3,12,2010,-9,-9,0,0,52,52,15,4,1,1,1,70902,0,0,1,gml-2.0
