dispnum3,dispnum4,stday,stmon,styear,endday,endmon,endyear,outcome,settle,fatality,fatalpre,maxdur,mindur,hiact,hostlev,recip,numa,numb,link1,link2,link3,ongo2010,version
613,-9,16,8,1940,28,1,1941,1,2,6,-9,165,165,20,5,1,1,8,0,0,0,0,gml-2.0
614,-9,23,2,1945,23,2,1945,9,4,0,0,0,0,18,4,0,1,1,0,0,0,0,gml-2.0
616,-9,29,10,1935,27,11,1935,5,3,0,-9,29,29,17,4,1,1,10,0,0,0,0,gml-2.0
617,-9,4,2,1942,4,2,1942,4,3,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
619,-9,19,11,1975,1,6,1976,1,1,0,0,195,195,16,4,1,1,1,0,0,0,0,gml-2.0
620,-9,5,1,1939,16,1,1939,5,3,0,0,11,11,1,2,0,1,2,0,0,0,0,gml-2.0
621,-9,16,1,1943,16,1,1943,8,3,0,0,0,0,18,4,0,1,3,0,0,0,0,gml-2.0
622,-9,28,2,1945,28,2,1945,9,4,0,0,0,0,18,4,0,1,2,0,0,0,0,gml-2.0
623,-9,NA,7,1965,12,12,1966,5,3,3,-9,529,499,16,4,1,1,1,0,0,0,0,gml-2.0
624,-9,22,2,1963,4,3,1963,5,3,0,0,10,10,8,3,1,1,2,0,0,0,0,gml-2.0
625,-9,29,7,1922,29,7,1922,4,3,0,0,0,0,1,2,0,3,1,0,0,0,0,gml-2.0
632,-9,7,4,1917,7,4,1917,8,4,0,0,0,0,18,4,0,1,1,0,0,0,0,gml-2.0
633,-9,1,10,1949,2,8,1950,5,3,6,-9,305,305,16,4,1,2,1,0,0,0,0,gml-2.0
634,-9,29,9,1949,24,1,1950,7,3,0,0,117,117,15,4,0,1,9,0,0,0,0,gml-2.0
1002,-9,26,4,1963,3,6,1963,5,3,0,0,38,38,16,4,1,1,4,0,0,0,0,gml-2.0
1006,-9,20,4,1950,26,10,1956,5,1,3,-9,2381,2381,17,4,1,1,1,0,0,0,0,gml-2.0
1013,-9,12,1,1957,28,10,1957,5,3,0,0,289,289,16,4,0,1,1,0,0,0,0,gml-2.0
1017,-9,28,10,1965,28,10,1965,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
1018,-9,14,6,1962,4,7,1962,5,3,1,-9,20,20,17,4,1,1,1,0,0,0,0,gml-2.0
1019,-9,25,8,1963,5,9,1965,5,3,1,4,742,742,17,4,1,1,1,0,0,0,0,gml-2.0
1021,-9,27,4,1960,15,8,1962,4,1,2,-9,840,840,16,4,1,1,1,0,0,0,0,gml-2.0
1023,-9,11,12,1951,9,1,1952,3,1,0,0,29,29,15,4,0,1,12,0,0,0,0,gml-2.0
1024,-9,7,11,1957,27,2,1959,6,1,0,0,477,477,15,4,1,1,1,0,0,0,0,gml-2.0
1025,-9,26,8,1927,NA,9,1927,5,3,0,0,35,6,12,3,1,1,1,0,0,0,0,gml-2.0
1026,-9,7,10,1928,4,1,1929,6,1,2,-9,89,89,17,4,1,1,10,0,0,0,0,gml-2.0
1027,-9,15,6,1931,7,10,1935,1,1,6,-9,1575,1575,20,5,1,1,1,0,0,0,0,gml-2.0
1029,-9,NA,6,1938,21,7,1938,6,1,0,0,50,21,7,3,1,1,1,0,0,0,0,gml-2.0
1035,-9,17,12,1966,10,6,1967,2,2,6,-9,175,175,20,5,1,6,1,0,0,0,0,gml-2.0
1039,-9,11,6,1970,26,9,1970,6,1,3,-9,107,107,17,4,1,2,4,0,0,0,0,gml-2.0
1043,-9,21,2,1973,21,2,1973,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
1046,-9,18,10,1971,24,10,1973,5,1,6,-9,737,737,20,5,1,5,1,0,0,0,0,gml-2.0
1051,-9,6,5,1968,15,6,1968,5,3,0,0,40,40,17,4,1,1,1,0,0,0,0,gml-2.0
1061,-9,12,4,1974,29,1,1976,5,3,-9,-9,657,657,17,4,1,1,2,0,0,0,0,gml-2.0
1062,-9,28,8,1953,20,12,1953,5,1,0,0,114,114,7,3,1,1,1,0,0,0,0,gml-2.0
1063,-9,13,6,1908,23,12,1908,4,2,0,0,193,193,15,4,1,1,6,0,0,0,0,gml-2.0
1066,-9,17,12,1941,17,6,1941,7,3,0,0,-183,-183,14,4,0,1,1,0,0,0,0,gml-2.0
1067,-9,15,7,1967,7,8,1970,5,3,3,-9,1119,1119,17,4,1,1,1,0,0,0,0,gml-2.0
1068,-9,15,8,1970,14,10,1970,7,3,0,0,60,60,15,4,0,1,1,0,0,0,0,gml-2.0
1069,-9,23,7,1968,1,9,1968,7,1,0,0,40,40,15,4,0,1,1,0,0,0,0,gml-2.0
1070,-9,1,2,1963,1,6,1966,5,1,4,-9,1216,1216,17,4,1,1,3,0,0,0,0,gml-2.0
1072,-9,3,4,1968,18,9,1968,5,1,0,0,168,168,8,3,1,1,1,0,0,0,0,gml-2.0
1073,-9,3,8,1954,4,5,1955,5,3,0,0,274,274,8,3,0,1,1,0,0,0,0,gml-2.0
1074,-9,17,8,1961,19,12,1961,1,2,2,-9,124,124,17,4,1,1,1,0,0,0,0,gml-2.0
1077,-9,22,9,1947,24,2,1948,1,2,0,0,155,155,7,3,0,1,1,0,0,0,0,gml-2.0
1079,-9,17,6,1951,4,8,1951,5,3,1,-9,48,48,17,4,1,1,6,0,0,0,0,gml-2.0
1081,-9,16,7,1971,13,8,1971,5,3,1,-9,28,28,17,4,1,1,1,0,0,0,0,gml-2.0
1083,-9,2,7,1962,9,10,1962,5,3,3,-9,99,99,17,4,1,1,1,0,0,0,0,gml-2.0
1084,-9,NA,9,1963,20,2,1964,6,1,3,-9,172,143,17,4,1,1,1,0,0,0,0,gml-2.0
1086,-9,9,5,1909,23,3,1910,1,2,6,-9,318,318,20,5,1,1,1,0,0,0,0,gml-2.0
1087,-9,23,5,1911,30,3,1912,1,2,-9,-9,312,312,16,4,0,1,1,0,0,0,0,gml-2.0
1091,-9,9,2,1958,25,2,1958,5,3,0,0,16,16,14,4,1,1,1,0,0,0,0,gml-2.0
1093,-9,NA,5,1900,NA,11,1902,6,1,-9,-9,943,884,17,4,1,1,1,0,0,0,0,gml-2.0
1094,-9,NA,11,1907,8,11,1907,4,4,0,0,7,-22,15,4,0,1,1,0,0,0,0,gml-2.0
1095,-9,NA,1,1912,28,2,1912,3,1,0,0,58,28,16,4,1,1,1,0,0,0,0,gml-2.0
1097,-9,26,7,1952,22,8,1952,3,3,0,0,27,27,14,4,0,1,1,0,0,0,0,gml-2.0
1098,-9,4,8,1955,NA,9,1955,3,3,0,0,57,28,14,4,0,1,1,0,0,0,0,gml-2.0
1099,-9,NA,4,1958,19,8,1958,5,1,0,0,140,111,16,4,1,1,1,0,0,0,0,gml-2.0
1100,-9,NA,8,1959,29,9,1959,5,3,0,0,59,29,16,4,1,1,1,0,0,0,0,gml-2.0
1101,-9,24,3,1960,24,3,1960,5,3,0,0,0,0,12,3,0,1,1,0,0,0,0,gml-2.0
1102,-9,17,9,1963,17,9,1963,5,1,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
1104,-9,5,5,1972,25,5,1972,5,3,1,10,20,20,16,4,1,1,1,0,0,0,0,gml-2.0
1105,-9,18,11,1973,18,11,1973,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
1106,-9,17,10,1975,11,3,1976,3,1,3,-9,146,146,17,4,1,1,10,0,0,0,0,gml-2.0
1107,-9,17,10,1971,28,10,1972,6,1,0,-9,377,377,16,4,1,1,1,0,0,0,0,gml-2.0
1108,-9,NA,10,1962,22,12,1963,5,1,-9,-9,447,417,17,4,1,2,2,0,0,0,0,gml-2.0
1109,-9,1,5,1966,14,5,1967,5,3,1,0,378,378,16,4,0,2,1,0,0,0,0,gml-2.0
1110,-9,26,11,1969,3,12,1969,5,3,1,-9,7,7,17,4,1,1,1,0,0,0,0,gml-2.0
1112,-9,19,12,1949,8,4,1950,5,1,0,0,110,110,12,3,0,1,12,0,0,0,0,gml-2.0
1114,-9,NA,6,1959,24,7,1959,5,3,0,0,53,24,7,3,1,2,1,0,0,0,0,gml-2.0
1115,-9,8,5,1967,8,5,1967,5,3,1,1,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
1117,-9,21,11,1957,2,4,1958,6,1,0,0,132,132,17,4,1,1,1,0,0,0,0,gml-2.0
1118,-9,1,1,1972,26,4,1972,7,1,0,-9,116,116,15,4,1,1,1,0,0,0,0,gml-2.0
1119,-9,NA,1,1973,2,1,1974,6,1,-9,-9,366,336,17,4,1,1,1,0,0,0,0,gml-2.0
1120,-9,NA,2,1901,17,6,1901,6,1,0,0,136,109,7,3,1,1,1,0,0,0,0,gml-2.0
1123,-9,9,7,1962,19,8,1962,5,3,1,-9,41,41,16,4,1,1,1,0,0,0,0,gml-2.0
1124,-9,29,12,1958,29,1,1959,5,3,0,0,31,31,16,4,1,1,2,0,0,0,0,gml-2.0
1127,-9,NA,1,1931,NA,1,1931,5,3,-9,-9,30,-30,17,4,1,1,1,0,0,0,0,gml-2.0
1129,-9,15,11,1933,14,6,1934,1,1,6,-9,211,211,20,5,1,1,4,0,0,0,0,gml-2.0
1131,-9,13,11,1914,20,3,1917,5,3,0,0,858,858,17,4,1,1,1,0,0,0,0,gml-2.0
1132,-9,3,11,1918,3,11,1918,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
1133,-9,8,5,1920,26,2,1921,1,1,-9,-9,294,294,17,4,1,1,2,0,0,0,0,gml-2.0
1135,-9,30,11,1971,10,6,1972,5,3,1,7,193,193,17,4,1,1,1,0,0,0,0,gml-2.0
1136,-9,6,3,1969,14,6,1969,5,1,0,0,100,100,16,4,1,1,3,0,0,0,0,gml-2.0
1138,-9,10,12,1959,2,1,1960,5,3,1,-9,23,23,16,4,1,1,12,0,0,0,0,gml-2.0
1139,-9,1,9,1932,7,5,1933,6,1,3,-9,248,248,17,4,1,1,1,0,0,0,0,gml-2.0
1141,-9,NA,4,1934,24,5,1934,2,1,0,0,53,24,8,3,1,1,4,0,0,0,0,gml-2.0
1142,-9,19,12,1917,26,12,1917,1,2,0,0,7,7,17,4,1,1,1,0,0,0,0,gml-2.0
1145,-9,NA,12,1901,23,10,1904,5,1,2,-9,1057,1027,15,4,1,1,1,0,0,0,0,gml-2.0
1147,-9,4,4,1910,18,5,1910,5,1,0,0,44,44,11,3,1,1,4,0,0,0,0,gml-2.0
1148,-9,22,4,1912,NA,3,1913,4,3,0,0,343,313,14,4,0,1,1,0,0,0,0,gml-2.0
1151,-9,10,10,1932,13,11,1932,5,1,1,-9,34,34,17,4,1,1,1,0,0,0,0,gml-2.0
1152,-9,NA,12,1934,30,11,1935,1,2,0,0,364,334,16,4,1,1,1,0,0,0,0,gml-2.0
1153,-9,1,6,1938,18,6,1938,5,1,1,-9,17,17,17,4,1,1,6,0,0,0,0,gml-2.0
1154,-9,19,7,1939,29,1,1942,1,2,5,-9,925,925,17,4,1,1,7,0,0,0,0,gml-2.0
1155,-9,9,8,1951,14,8,1951,5,3,1,-9,5,5,17,4,1,1,1,0,0,0,0,gml-2.0
1156,-9,24,1,1954,14,5,1954,5,3,0,0,110,110,15,4,1,1,1,0,0,0,0,gml-2.0
1158,-9,11,1,1971,30,1,1971,7,1,0,0,19,19,15,4,0,1,1,0,0,0,0,gml-2.0
1160,-9,NA,10,1907,NA,10,1907,5,3,0,0,30,-30,16,4,0,1,1,0,0,0,0,gml-2.0
1161,-9,18,1,1911,19,7,1911,2,1,1,-9,182,182,17,4,1,1,1,0,0,0,0,gml-2.0
1163,-9,21,10,1902,12,7,1904,6,1,2,-9,630,630,17,4,1,1,1,0,0,0,0,gml-2.0
1166,-9,14,10,1966,14,4,1967,5,1,0,0,182,182,14,4,0,1,1,0,0,0,0,gml-2.0
1168,-9,NA,4,1922,20,8,1922,6,1,3,-9,141,112,17,4,1,1,4,0,0,0,0,gml-2.0
1169,-9,NA,10,1927,14,2,1928,6,1,1,-9,136,106,17,4,1,1,1,0,0,0,0,gml-2.0
1170,-9,31,3,1929,NA,9,1929,5,3,0,0,183,154,16,4,1,2,1,0,0,0,0,gml-2.0
1171,-9,NA,8,1935,NA,9,1935,5,3,1,5,60,1,17,4,1,1,1,0,0,0,0,gml-2.0
1172,-9,25,1,1969,25,7,1969,5,3,0,0,181,181,14,4,0,1,1,0,0,0,0,gml-2.0
1173,-9,19,4,1957,23,6,1957,6,1,0,0,65,65,17,4,1,1,1,0,0,0,0,gml-2.0
1174,-9,17,9,1900,16,11,1901,5,3,-9,-9,425,425,17,4,1,1,1,0,0,0,0,gml-2.0
1175,-9,19,2,1917,29,12,1917,5,1,0,0,313,313,14,4,1,1,1,0,0,0,0,gml-2.0
1178,-9,8,8,1902,21,3,1903,1,2,0,0,225,225,13,4,0,1,8,0,0,0,0,gml-2.0
1179,-9,NA,1,1906,NA,1,1906,5,3,0,0,30,-30,11,3,0,1,1,0,0,0,0,gml-2.0
1180,-9,19,11,1910,30,3,1911,6,1,1,-9,131,131,17,4,1,1,1,0,0,0,0,gml-2.0
1181,-9,NA,5,1911,24,10,1911,5,3,0,0,176,146,11,3,1,1,1,0,0,0,0,gml-2.0
1182,-9,NA,10,1918,NA,10,1918,5,3,0,0,30,-30,11,3,0,1,10,0,0,0,0,gml-2.0
1184,-9,14,7,1920,NA,8,1920,5,3,0,-9,48,18,10,3,1,1,2,0,0,0,0,gml-2.0
1189,-9,NA,11,1975,NA,7,1976,5,1,0,0,273,214,12,3,0,1,1,0,0,0,0,gml-2.0
1190,-9,13,7,1976,9,8,1976,6,1,1,0,27,27,17,4,1,1,1,0,0,0,0,gml-2.0
1191,-9,11,9,1976,11,9,1976,5,3,0,-9,0,0,16,4,1,1,1,0,0,0,0,gml-2.0
1193,-9,6,4,1954,24,2,1955,6,1,0,0,324,324,17,4,1,1,2,0,0,0,0,gml-2.0
1195,-9,2,7,1918,30,8,1918,5,1,0,0,59,59,16,4,1,1,1,0,0,0,0,gml-2.0
1196,-9,24,12,1913,NA,1,1914,5,1,0,0,38,8,7,3,1,1,1,0,0,0,0,gml-2.0
1197,-9,1,9,1943,1,9,1943,5,3,-9,-9,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
1200,-9,10,2,1973,10,2,1973,5,3,0,0,0,0,15,4,0,1,1,0,0,0,0,gml-2.0
1202,-9,5,1,1907,20,12,1907,2,1,6,-9,349,349,20,5,1,2,1,0,0,0,0,gml-2.0
1203,-9,3,1,1909,25,5,1909,6,1,0,0,142,142,16,4,1,4,1,0,0,0,0,gml-2.0
1205,-9,NA,3,1906,20,7,1906,5,1,6,-9,141,111,20,5,1,1,3,0,0,0,0,gml-2.0
1206,-9,24,6,1969,18,7,1969,5,1,6,-9,24,24,20,5,1,1,1,0,0,0,0,gml-2.0
1207,-9,2,4,1912,1,7,1912,5,1,0,0,90,90,14,4,1,1,1,0,0,0,0,gml-2.0
1208,-9,NA,12,1959,28,12,1959,5,3,1,-9,27,-3,17,4,1,1,1,0,0,0,0,gml-2.0
1209,-9,15,5,1962,NA,11,1962,5,3,1,-9,199,170,17,4,1,1,1,0,0,0,0,gml-2.0
1213,-9,19,3,1964,28,7,1967,5,1,2,-9,1226,1226,17,4,1,2,1,0,0,0,0,gml-2.0
1214,-9,NA,2,1956,NA,2,1956,5,3,0,0,28,-28,15,4,0,1,1,0,0,0,0,gml-2.0
1215,-9,NA,5,1958,29,6,1958,5,3,0,-9,59,29,16,4,1,1,1,0,0,0,0,gml-2.0
1219,-9,1,1,1919,18,9,1920,2,1,6,-9,626,626,20,5,1,1,1,0,0,0,0,gml-2.0
1225,-9,NA,11,1953,NA,5,1954,1,2,0,0,211,152,14,4,0,1,1,0,0,0,0,gml-2.0
1226,-9,4,8,1958,6,2,1959,5,1,0,0,186,186,15,4,1,1,1,0,0,0,0,gml-2.0
1227,-9,16,6,1961,9,11,1961,5,3,0,0,146,146,17,4,1,1,1,0,0,0,0,gml-2.0
1228,-9,16,6,1962,13,11,1962,5,3,0,-9,150,150,17,4,1,1,1,0,0,0,0,gml-2.0
1229,-9,14,4,1964,30,9,1966,4,1,3,-9,899,899,17,4,1,1,1,0,0,0,0,gml-2.0
1230,-9,21,6,1967,21,6,1967,5,3,0,0,0,0,14,4,0,1,1,0,0,0,0,gml-2.0
1231,-9,29,5,1975,20,2,1976,5,3,2,-9,267,267,17,4,1,1,1,0,0,0,0,gml-2.0
1232,-9,2,8,1976,30,6,1987,5,1,5,-9,3984,3984,17,4,1,1,2,0,0,0,0,gml-2.0
1233,-9,28,8,1921,13,10,1921,3,1,-9,-9,46,46,17,4,1,1,1,0,0,0,0,gml-2.0
1234,-9,24,12,1920,12,6,1921,5,3,0,0,170,170,1,2,0,1,12,0,0,0,0,gml-2.0
1235,-9,6,8,1921,17,11,1921,6,1,-9,-9,103,103,17,4,1,1,1,0,0,0,0,gml-2.0
1238,-9,22,10,1947,1,1,1949,6,1,6,-9,437,437,20,5,1,1,10,0,0,0,0,gml-2.0
1240,-9,NA,9,1923,15,9,1923,5,3,0,0,14,-15,7,3,0,1,9,0,0,0,0,gml-2.0
1241,-9,16,10,1925,29,10,1925,5,1,1,-9,13,13,17,4,1,1,1,0,0,0,0,gml-2.0
1243,-9,10,3,1938,20,3,1938,3,2,1,-9,10,10,17,4,1,1,1,0,0,0,0,gml-2.0
1244,-9,21,9,1938,2,10,1938,2,1,0,0,11,11,16,4,0,1,9,0,0,0,0,gml-2.0
1245,-9,24,9,1938,24,9,1938,5,3,0,0,0,0,1,2,0,2,1,0,0,0,0,gml-2.0
1246,-9,12,10,1938,2,11,1938,1,1,-9,-9,21,21,17,4,1,1,1,0,0,0,0,gml-2.0
1247,-9,15,3,1939,30,3,1939,3,1,0,0,15,15,7,3,1,1,1,0,0,0,0,gml-2.0
1249,-9,NA,8,1909,NA,8,1909,5,3,0,0,30,-30,10,3,0,1,1,0,0,0,0,gml-2.0
1250,-9,3,9,1912,19,4,1913,1,2,6,-9,228,228,20,5,1,3,1,0,0,0,0,gml-2.0
1251,-9,18,4,1913,10,8,1913,2,2,6,-9,114,114,20,5,1,1,4,0,0,0,0,gml-2.0
1257,-9,2,1,1918,9,3,1918,1,1,-9,-9,66,66,16,4,1,1,1,0,0,0,0,gml-2.0
1262,-9,15,9,1918,15,3,1919,4,2,0,0,181,181,14,4,0,3,1,0,0,0,0,gml-2.0
1263,-9,6,11,1918,13,11,1918,1,2,1,-9,7,7,17,4,1,1,1,0,0,0,0,gml-2.0
1265,-9,20,3,1919,18,8,1919,1,2,6,-9,151,151,20,5,1,6,1,0,0,0,0,gml-2.0
1268,-9,23,1,1919,3,2,1919,6,1,-9,-9,11,11,17,4,1,1,1,0,0,0,0,gml-2.0
1269,-9,8,3,1919,15,12,1919,2,1,2,-9,282,282,16,4,1,1,4,0,0,0,0,gml-2.0
1270,-9,4,5,1919,11,10,1922,2,1,6,-9,1256,1256,20,5,1,1,1,0,0,0,0,gml-2.0
1272,-9,4,4,1919,29,11,1920,1,1,6,-9,605,605,20,5,1,1,4,0,0,0,0,gml-2.0
1273,-9,20,3,1921,20,10,1921,6,1,-9,-9,214,214,17,4,1,1,1,0,0,0,0,gml-2.0
1274,-9,17,10,1908,19,4,1909,3,1,0,0,184,184,16,4,1,1,1,0,0,0,0,gml-2.0
1279,-9,25,12,1963,10,8,1964,5,1,2,-9,229,229,17,4,1,1,1,0,0,0,0,gml-2.0
1280,-9,14,11,1967,1,12,1967,6,1,0,0,17,17,11,3,0,1,2,0,0,0,0,gml-2.0
1284,-9,28,7,1948,13,8,1948,5,1,1,-9,16,16,16,4,1,1,7,0,0,0,0,gml-2.0
1285,-9,6,8,1949,10,8,1949,5,3,3,-9,4,4,17,4,1,1,1,0,0,0,0,gml-2.0
1286,-9,9,8,1949,14,12,1951,5,1,2,-9,857,857,16,4,1,4,2,0,0,0,0,gml-2.0
1289,-9,3,6,1976,1,9,1976,5,3,0,0,90,90,8,3,1,1,1,0,0,0,0,gml-2.0
1290,-9,8,1,1975,8,1,1975,5,3,0,0,0,0,1,2,0,1,1,0,0,0,0,gml-2.0
1292,-9,28,3,1974,5,6,1974,5,1,0,0,69,69,8,3,1,1,1,0,0,0,0,gml-2.0
1293,-9,15,7,1974,16,8,1974,1,2,6,-9,32,32,20,5,1,1,2,0,0,0,0,gml-2.0
1295,-9,26,7,1952,13,8,1952,2,2,1,-9,18,18,17,4,1,1,1,0,0,0,0,gml-2.0
1300,-9,7,5,1955,7,5,1955,5,3,1,-9,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
1301,-9,16,2,1956,18,3,1956,5,3,1,11,31,31,17,4,1,1,1,0,0,0,0,gml-2.0
1302,-9,11,3,1958,26,8,1959,6,1,2,-9,533,533,17,4,1,1,1,0,0,0,0,gml-2.0
1303,-9,23,9,1960,7,10,1960,5,3,-,-9,14,14,17,4,1,1,1,0,0,0,0,gml-2.0
1304,-9,19,5,1961,11,6,1961,5,1,3,-9,23,23,17,4,1,1,1,0,0,0,0,gml-2.0
1305,-9,4,5,1955,9,9,1955,5,1,0,0,128,128,10,3,1,1,5,0,0,0,0,gml-2.0
1306,-9,17,6,1950,5,10,1950,5,1,3,-9,110,110,17,4,1,1,1,0,0,0,0,gml-2.0
1307,-9,27,3,1949,12,6,1949,5,3,0,0,77,77,16,4,1,1,1,0,0,0,0,gml-2.0
1308,-9,23,2,1950,11,6,1950,5,1,2,-9,108,108,17,4,1,1,1,0,0,0,0,gml-2.0
1310,-9,17,9,1962,4,11,1962,5,3,1,-9,48,48,17,4,1,1,1,0,0,0,0,gml-2.0
1312,-9,21,2,1964,10,1,1966,5,1,6,-9,689,689,20,5,1,1,2,0,0,0,0,gml-2.0
1317,-9,NA,7,1963,NA,1,1964,6,1,0,0,214,154,14,4,0,1,1,0,0,0,0,gml-2.0
1319,-9,5,2,1965,17,3,1965,5,3,1,-9,40,40,17,4,1,1,1,0,0,0,0,gml-2.0
1321,-9,10,7,1960,2,9,1960,3,1,2,-9,54,54,17,4,1,1,1,0,0,0,0,gml-2.0
1322,-9,12,9,1966,17,9,1966,6,1,0,0,5,5,16,4,1,1,9,0,0,0,0,gml-2.0
1323,-9,1,1,1969,3,2,1969,6,1,0,0,33,33,13,4,0,1,1,0,0,0,0,gml-2.0
1324,-9,17,10,1966,17,10,1966,5,3,0,0,0,0,1,2,0,3,1,0,0,0,0,gml-2.0
1325,-9,23,11,1969,16,6,1970,6,1,0,0,205,205,16,4,1,1,11,0,0,0,0,gml-2.0
1326,-9,5,6,1969,NA,7,1969,7,4,0,0,56,26,15,4,0,1,1,0,0,0,0,gml-2.0
1328,-9,NA,1,1965,NA,1,1965,5,3,0,0,30,-30,7,3,0,1,1,0,0,0,0,gml-2.0
1331,-9,27,10,1975,9,11,1975,4,3,0,0,13,13,7,3,1,2,3,0,0,0,0,gml-2.0
1333,-9,5,8,1976,3,3,1978,5,3,1,-9,575,575,17,4,1,1,1,0,0,0,0,gml-2.0
1337,-9,9,9,1976,9,3,1977,5,3,0,0,181,181,14,4,0,1,1,0,0,0,0,gml-2.0
1339,-9,16,11,1976,16,11,1976,5,3,1,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
1340,-9,23,8,1972,13,11,1972,6,1,0,0,82,82,16,4,1,1,8,0,0,0,0,gml-2.0
1342,-9,4,5,1973,4,5,1973,5,3,0,0,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
1343,-9,9,10,1967,9,10,1967,5,3,1,2,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
1344,-9,4,2,1953,30,7,1954,5,3,0,0,541,541,16,4,1,1,1,0,0,0,0,gml-2.0
1345,-9,25,7,1954,25,1,1955,5,3,0,0,184,184,14,4,0,1,1,0,0,0,0,gml-2.0
1346,-9,3,8,1955,NA,8,1955,5,3,0,0,28,-2,16,4,0,1,1,0,0,0,0,gml-2.0
1347,-9,10,1,1958,29,1,1964,5,3,0,0,2210,2210,15,4,0,1,1,0,0,0,0,gml-2.0
1350,-9,27,12,1958,7,1,1960,5,3,-9,-9,376,376,16,4,1,1,1,0,0,0,0,gml-2.0
1351,-9,17,3,1966,25,4,1966,3,3,1,1,39,39,17,4,1,1,2,0,0,0,0,gml-2.0
1352,-9,19,2,1967,25,9,1967,7,1,0,0,218,218,15,4,1,1,1,0,0,0,0,gml-2.0
1353,-9,6,1,1962,20,2,1973,6,1,-9,-9,4063,4063,17,4,1,3,6,0,0,0,0,gml-2.0
1360,-9,7,3,1969,18,3,1970,9,3,1,0,376,376,17,4,1,1,1,0,0,0,0,gml-2.0
1361,-9,22,1,1964,26,1,1964,5,3,0,0,4,4,16,4,0,1,1,0,0,0,0,gml-2.0
1362,-9,15,3,1973,21,7,1973,6,1,2,0,128,128,16,4,1,1,2,0,0,0,0,gml-2.0
1363,-9,16,12,1960,3,5,1961,5,1,-9,-9,138,138,17,4,1,3,3,0,0,0,0,gml-2.0
1364,-9,14,4,1972,15,4,1972,5,3,1,2,1,1,16,4,0,1,1,0,0,0,0,gml-2.0
1366,-9,16,5,1965,26,5,1965,7,1,0,0,10,10,15,4,0,1,1,0,0,0,0,gml-2.0
1367,-9,13,2,1973,13,2,1973,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
1368,-9,26,2,1976,22,9,1976,3,1,1,3,209,209,17,4,1,1,1,0,0,0,0,gml-2.0
1369,-9,21,8,1959,21,8,1959,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
1374,-9,NA,1,1950,23,5,1953,5,1,6,-9,1238,1208,17,4,1,1,1,0,0,0,0,gml-2.0
1376,-9,7,7,1975,30,12,1975,6,1,1,-9,176,176,17,4,1,1,1,0,0,0,0,gml-2.0
1377,-9,4,7,1976,4,7,1976,5,3,1,21,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
1378,-9,NA,2,1967,28,10,1967,6,1,2,-9,269,242,17,4,1,1,2,0,0,0,0,gml-2.0
1379,-9,1,6,1962,19,9,1971,5,3,4,-9,3397,3397,17,4,1,2,6,0,0,0,0,gml-2.0
1380,-9,27,1,1971,23,11,1971,6,1,3,-9,300,300,17,4,1,1,1,0,0,0,0,gml-2.0
1381,-9,17,9,1972,28,5,1973,5,1,3,-9,253,253,16,4,1,2,1,0,0,0,0,gml-2.0
1382,-9,13,7,1974,7,9,1975,5,3,0,0,421,421,15,4,1,1,3,0,0,0,0,gml-2.0
1384,-9,10,7,1974,24,7,1974,6,1,0,0,14,14,16,4,0,1,1,0,0,0,0,gml-2.0
1385,-9,21,11,1969,30,12,1971,5,3,0,0,769,769,16,4,1,1,2,0,0,0,0,gml-2.0
1386,-9,20,1,1973,20,1,1973,5,3,0,0,0,0,12,3,1,1,1,0,0,0,0,gml-2.0
1387,-9,16,12,1961,21,12,1961,5,3,0,0,5,5,12,3,0,1,1,0,0,0,0,gml-2.0
1389,-9,26,5,1972,26,5,1972,5,3,1,-9,0,0,17,4,0,1,1,0,0,0,0,gml-2.0
1390,-9,16,12,1972,19,1,1973,5,3,0,0,34,34,16,4,0,2,1,0,0,0,0,gml-2.0
1391,-9,8,3,1971,12,4,1971,5,3,0,0,35,35,15,4,0,1,1,0,0,0,0,gml-2.0
1392,-9,18,5,1966,7,8,1969,5,1,0,0,1177,1177,17,4,1,1,1,0,0,0,0,gml-2.0
1396,-9,20,11,1974,20,11,1974,5,3,0,0,0,0,17,4,1,1,11,0,0,0,0,gml-2.0
1397,-9,9,1,1973,19,5,1973,5,1,2,-9,130,130,17,4,1,2,1,0,0,0,0,gml-2.0
1399,-9,25,3,1969,25,3,1969,5,3,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
1400,-9,6,4,1968,27,7,1968,5,3,0,0,112,112,1,2,0,1,1,0,0,0,0,gml-2.0
